Name,Category,In Market,Tradeable,Credit Price,Plat Price,Expiry
1500 Credits Cache (/Lotus/StoreItems/Types/PickUps/Credits/1500Credits),CreditBundles,NO,NO,-1500,?,
2000 Credits Cache (/Lotus/StoreItems/Types/PickUps/Credits/2000Credits),CreditBundles,NO,NO,-2000,?,
2500 Credits Cache (/Lotus/StoreItems/Types/PickUps/Credits/2500Credits),CreditBundles,NO,NO,-2500,?,
25000 Kredytów <Credits>Pakiet (/Lotus/StoreItems/Types/StoreItems/CreditBundles/CreditBundleB),CreditBundles,NO,NO,-25000,60,
3000 Credits Cache (/Lotus/StoreItems/Types/PickUps/Credits/3000Credits),CreditBundles,NO,NO,-3000,?,
4000 Credits Cache (/Lotus/StoreItems/Types/PickUps/Credits/4000Credits),CreditBundles,NO,NO,-4000,?,
500 Credits Cache (/Lotus/StoreItems/Types/PickUps/Credits/500Credits),CreditBundles,NO,NO,-500,?,
5000 Credits Cache (/Lotus/StoreItems/Types/PickUps/Credits/5000Credits),CreditBundles,NO,NO,-5000,?,
60000 Kredytów <Credits>Pakiet (/Lotus/StoreItems/Types/StoreItems/CreditBundles/CreditBundleC),CreditBundles,YES,NO,-30000,90,
Absorpcja (/Lotus/StoreItems/Powersuits/Jade/SelfBulletAttractorAbilityCard),Upgrades,NO,YES,?,?,
Abyssal (/Lotus/StoreItems/Upgrades/Focus/Tactician/AlliesOnFireFocus),FocusUpgrades,NO,NO,?,?,
Acquire The Incubator Segment (/Lotus/StoreItems/Types/Keys/KubrowQuest/MissionOne),LevelKeys,NO,YES,?,75,
Acrid (/Lotus/StoreItems/Weapons/ClanTech/Bio/AcidDartPistol),?,NO,NO,?,?,
Acrid Blueprint (/Lotus/StoreItems/Weapons/ClanTech/Bio/AcidDartPistolBlueprint),Recipes,NO,NO,30000,?,
Aestas Water Garden Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentRecipes/DojoGardenF),Recipes,NO,NO,75000,?,
Afuris (/Lotus/StoreItems/Weapons/Tenno/Akimbo/AkimboAutoPistols),?,YES,NO,?,225,
Afuris Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/AFurisBlueprint),Recipes,YES,NO,15000,?,
Akbolto (/Lotus/StoreItems/Weapons/Tenno/Akimbo/AkimboBolto),?,YES,NO,?,225,
Akbolto Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/AkBoltoBlueprint),Recipes,YES,NO,15000,?,
Akbronco Prime (/Lotus/StoreItems/Weapons/Tenno/Akimbo/PrimeAkimboShotGun),?,NO,NO,?,?,
Akbronco Prime Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/AkbroncoPrimeBlueprint),Recipes,NO,YES,?,1,
Akbronco Prime Link (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/AkbroncoPrimeLink),MiscItems,NO,YES,?,?,
Akcelerator Cząsteczek Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentRecipes/FabricatorCorpusRecipe),Recipes,NO,NO,100000,?,
Aklato (/Lotus/StoreItems/Weapons/Tenno/Akimbo/AkimboPistol),?,YES,NO,25000,?,
Aklex (/Lotus/StoreItems/Weapons/Tenno/Akimbo/AkLexPistols),?,YES,NO,?,190,
Aklex Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/AklexBlueprint),Recipes,YES,NO,20000,?,
Akmagnus (/Lotus/StoreItems/Weapons/Tenno/Akimbo/DualMagnus),?,YES,NO,?,220,
Akmagnus Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/DualMagnusBlueprint),Recipes,YES,NO,50000,?,
Akrobata (/Lotus/StoreItems/Upgrades/Mods/Warframe/AvatarStaminaCostMultiplierMod),Upgrades,NO,YES,?,?,
Akrobata (/Lotus/StoreItems/Upgrades/Mods/Warframe/Beginner/AvatarStaminaCostMultiplierModBeginner),Upgrades,NO,YES,?,?,
Akrobata (/Lotus/StoreItems/Upgrades/Mods/Warframe/Expert/AvatarStaminaCostMultiplierModExpert),Upgrades,NO,YES,?,?,
Akstiletto (/Lotus/StoreItems/Weapons/Tenno/Pistols/TennoUzi/TennoUzi),?,YES,NO,?,225,
Akstiletto Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/TennoUziBlueprint),Recipes,NO,NO,20000,?,
Akvasto (/Lotus/StoreItems/Weapons/Tenno/Akimbo/DualVastos),?,YES,NO,?,220,
Akvasto Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/DualVastosBlueprint),Recipes,YES,NO,50000,?,
Akzani (/Lotus/StoreItems/Weapons/Tenno/Pistols/HarlequinGun/HarlequinPistols),?,YES,NO,?,225,
Akzani Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/HarlequinPistolsBlueprint),Recipes,YES,NO,20000,?,
Alabaster Skin (/Lotus/StoreItems/Upgrades/Skins/Excalibur/ExcaliburPrimeAlabasterSkin),WeaponSkins,NO,NO,?,200,
Alerts Segment (/Lotus/StoreItems/Types/Items/ShipFeatureItems/AlertsFeatureItem),MiscItems,NO,NO,?,?,
Alliance Emblem (/Lotus/StoreItems/Upgrades/Skins/Clan/AllianceEmblemItem),WeaponSkins,YES,NO,?,30,
Amethyst Antitoxin (/Lotus/StoreItems/Types/Restoratives/Consumable/Toxins/NightCommonAntitoxin),Consumables,NO,YES,?,?,
Amethyst Antitoxin Blueprint (/Lotus/StoreItems/Types/StoreItems/Consumables/Restoratives/Toxins/NightCommonAntitoxinBlueprint),Recipes,YES,NO,1500,?,
Amortyzacja (/Lotus/StoreItems/Upgrades/Mods/Warframe/AvatarDamageResistanceKnockdown),Upgrades,NO,YES,?,?,
Amortyzacja (/Lotus/StoreItems/Upgrades/Mods/Warframe/Intermediate/AvatarDamageResistanceKnockdownIntermediate),Upgrades,NO,YES,?,?,
Amphis (/Lotus/StoreItems/Weapons/Tenno/Melee/Staff/GrnStaff),Melee,YES,NO,?,150,
Amphis Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/GrnStaffBlueprint),Recipes,YES,NO,15000,?,
Amprex (/Lotus/StoreItems/Weapons/Corpus/LongGuns/ChainLightningGun/ChainLightningRifle),LongGuns,YES,NO,?,225,
Amprex Blueprint (/Lotus/StoreItems/Weapons/ClanTech/Energy/ChainLightningRifleBlueprint),Recipes,NO,NO,?,?,
Ampułka Detonitu (/Lotus/StoreItems/Types/Items/Research/ChemFragment),MiscItems,YES,NO,?,15,
Amunicja Do Strzelb (/Lotus/StoreItems/Types/Restoratives/SelfShotgunAmmo),Consumables,NO,NO,1000,?,Thu Sep 12 21:00:00 2013
Amunicja Karabinowa (/Lotus/StoreItems/Types/Restoratives/SelfRifleAmmo),Consumables,NO,NO,1000,?,Sun Sep 15 21:00:00 2013
Amunicja Pistoletowa (/Lotus/StoreItems/Types/Restoratives/SelfPistolAmmo),Consumables,NO,NO,1000,?,Fri Sep 13 21:00:00 2013
Amunicja Snajperska (/Lotus/StoreItems/Types/Restoratives/SelfSniperAmmo),Consumables,NO,NO,1000,?,Sat Sep 14 21:00:00 2013
Amunicja Uniwersalna (/Lotus/StoreItems/Types/Restoratives/SelfOmniAmmo),Consumables,NO,NO,?,12,Sun Sep 15 21:00:00 2013
Angstrum (/Lotus/StoreItems/Weapons/Corpus/Pistols/CrpHandRL/CorpusHandRocketLauncher),?,YES,NO,?,190,
Angstrum Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/CorpusHandRocketLauncherBlueprint),Recipes,YES,NO,25000,?,
Ankyros (/Lotus/StoreItems/Weapons/Tenno/Melee/Gauntlet/Gauntlet),Melee,YES,NO,?,125,
Ankyros Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/GauntletBlueprint),Recipes,YES,NO,15000,?,
Ankyros Prime (/Lotus/StoreItems/Weapons/Tenno/Melee/Gauntlet/PrimeAnkyros/PrimeAnkyros),Melee,NO,NO,?,?,
Ankyros Prime Blade (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/AnkyrosPrimeBlade),MiscItems,NO,YES,?,?,
Ankyros Prime Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/AnkyrosPrimeBlueprint),Recipes,NO,YES,?,1,
Ankyros Prime Gauntlet (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/AnkyrosPrimeGauntlet),MiscItems,NO,YES,?,?,
Antytoksyna (/Lotus/StoreItems/Upgrades/Mods/Warframe/AvatarDamageResistancePoison),Upgrades,NO,YES,?,?,
Antytoksyna (/Lotus/StoreItems/Upgrades/Mods/Warframe/Beginner/AvatarDamageResistancePoisonBeginner),Upgrades,NO,YES,?,?,
Antytoksyna (/Lotus/StoreItems/Upgrades/Mods/Warframe/Expert/AvatarDamageResistancePoisonExpert),Upgrades,NO,YES,?,?,
Arcane Aura Helmet (/Lotus/StoreItems/Upgrades/Skins/Trinity/TrinityHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Aura Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/TrinityAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Aurora Helmet (/Lotus/StoreItems/Upgrades/Skins/Frost/FrostHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Aurora Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/FrostAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Avalon Helmet (/Lotus/StoreItems/Upgrades/Skins/Excalibur/ExcaliburHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Avalon Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/ExcaliburAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Backdraft Helmet (/Lotus/StoreItems/Upgrades/Skins/Ember/EmberHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Backdraft Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2EmberAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Chlora Helmet (/Lotus/StoreItems/Upgrades/Skins/Asp/AspAltHelmetB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Chlora Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2SarynAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Chorus Helmet (/Lotus/StoreItems/Upgrades/Skins/Decree/DecreeAltHelmetB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Chorus Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2BansheeAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Coil Helmet (/Lotus/StoreItems/Upgrades/Skins/Mag/MagHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Coil Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/MagAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Esprit Helmet (/Lotus/StoreItems/Upgrades/Skins/Trapper/TrapperHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Esprit Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/VaubanAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Essence Helmet (/Lotus/StoreItems/Upgrades/Skins/Loki/LokiHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Essence Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/LokiAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Flux Helmet (/Lotus/StoreItems/Upgrades/Skins/AntiMatter/AntiAltHelmet),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Flux Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/NovaAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Gambit Helmet (/Lotus/StoreItems/Upgrades/Skins/Trapper/TrapperHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Gambit Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2VaubanAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Gauss Helmet (/Lotus/StoreItems/Upgrades/Skins/Mag/MagHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Gauss Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2MagAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Hemlock Helmet (/Lotus/StoreItems/Upgrades/Skins/Asp/AspAltHelmet),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Hemlock Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/SarynAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Locust Helmet (/Lotus/StoreItems/Upgrades/Skins/Ninja/NinjaHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Locust Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2AshAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Menticide Helmet (/Lotus/StoreItems/Upgrades/Skins/Jade/JadeHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Menticide Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/NyxAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Meridian Helmet (/Lotus/StoreItems/Upgrades/Skins/Trinity/TrinityHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Meridian Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2TrinityAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Pendragon Helmet (/Lotus/StoreItems/Upgrades/Skins/Excalibur/ExcaliburHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Pendragon Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2ExcaliburAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Phoenix Helmet (/Lotus/StoreItems/Upgrades/Skins/Ember/EmberHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Phoenix Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/EmberAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Pulse Helmet (/Lotus/StoreItems/Upgrades/Skins/Volt/VoltHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Pulse Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2VoltAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Reverb Helmet (/Lotus/StoreItems/Upgrades/Skins/Decree/DecreeAltHelmet),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Reverb Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/BansheeAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Scorpion Helmet (/Lotus/StoreItems/Upgrades/Skins/Ninja/NinjaHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Scorpion Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/AshAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Scorpion Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/HarlequinAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Squall Helmet (/Lotus/StoreItems/Upgrades/Skins/Frost/FrostHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Squall Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2FrostAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Storm Helmet (/Lotus/StoreItems/Upgrades/Skins/Volt/VoltHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Storm Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/VoltAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Swindle Helmet (/Lotus/StoreItems/Upgrades/Skins/Loki/LokiHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Swindle Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2LokiAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Thrak Helmet (/Lotus/StoreItems/Upgrades/Skins/Rhino/RhinoHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Thrak Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/RhinoAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Vanguard Helmet (/Lotus/StoreItems/Upgrades/Skins/Rhino/RhinoHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Vanguard Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2RhinoAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Vespa Helmet (/Lotus/StoreItems/Upgrades/Skins/Jade/JadeHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Vespa Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2NyxAltHelmetBlueprint),Recipes,NO,NO,?,?,
Argon Crystal (/Lotus/StoreItems/Types/Items/MiscItems/ArgonCrystal),MiscItems,NO,NO,?,10,
Arid Fear Badge (/Lotus/StoreItems/Upgrades/Skins/Clan/CorpusVoidBadgeItem),WeaponSkins,NO,NO,?,10000,
Arid Fear Bronze Trophy Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/AridFearBronzeTrophyRecipe),Recipes,NO,NO,1000000,?,
Arid Fear Gold Trophy Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/AridFearGoldTrophyRecipe),Recipes,NO,NO,1000000,?,
Arid Fear Silver Trophy Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/AridFearSilverTrophyRecipe),Recipes,NO,NO,1000000,?,
Arsenal Segment (/Lotus/StoreItems/Types/Items/ShipFeatureItems/ArsenalFeatureItem),MiscItems,NO,NO,?,?,
Aru Stone Lantern Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/StoneLanternARecipe),Recipes,NO,NO,50000,?,
Asa Syandana (/Lotus/StoreItems/Upgrades/Skins/Scarves/EnergyScarf),WeaponSkins,YES,NO,?,50,
Ascaris Negator (/Lotus/StoreItems/Types/Recipes/Components/VorBoltRemoverFakeItem),MiscItems,NO,NO,?,30,
Ascaris Negator Blueprint (/Lotus/StoreItems/Types/Recipes/Components/VorBoltRemoverBlueprint),Recipes,NO,NO,50000,?,
Ash (/Lotus/StoreItems/Powersuits/Ninja/Ninja),Suits,YES,NO,?,375,
Ash Agile Animation Set (/Lotus/StoreItems/Upgrades/Skins/Ninja/NinjaAgileAnims),WeaponSkins,NO,NO,?,75,
Ash Blueprint (/Lotus/StoreItems/Types/Recipes/WarframeRecipes/AshBlueprint),Recipes,YES,NO,35000,?,
Ash Immortal Skin (/Lotus/StoreItems/Upgrades/Skins/Ninja/AshAlternateSkin),WeaponSkins,YES,NO,?,40,
Ash Noble Animation Set (/Lotus/StoreItems/Upgrades/Skins/Ninja/NinjaNobleAnims),WeaponSkins,NO,NO,?,75,
Ash: Hełm 'Locust' (/Lotus/StoreItems/Upgrades/Skins/Ninja/NinjaHelmetAltBStatless),WeaponSkins,YES,NO,?,75,
Ash: Hełm 'Locust' Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/StatlessV2AshAltHelmetBlueprint),Recipes,NO,NO,?,?,
Ash: Hełm 'Scorpion' (/Lotus/StoreItems/Upgrades/Skins/Ninja/NinjaHelmetAltStatless),WeaponSkins,YES,NO,?,75,
Ash: Hełm 'Scorpion' Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/StatlessAshAltHelmetBlueprint),Recipes,NO,NO,?,?,
Ash: Hełm Standardowy (/Lotus/StoreItems/Upgrades/Skins/Ninja/NinjaHelmet),WeaponSkins,NO,NO,?,?,
Assault Rifle (/Lotus/StoreItems/Levels/MiniGames/Sentinel/Weapons/BulletHell/DroneRifleI),LongGuns,NO,NO,?,?,
Assault Rifle (/Lotus/StoreItems/Levels/MiniGames/Sentinel/Weapons/BulletHell/DroneRifleII),LongGuns,NO,NO,?,?,
Assault Rifle (/Lotus/StoreItems/Levels/MiniGames/Sentinel/Weapons/BulletHell/DroneRifleIII),LongGuns,NO,NO,?,?,
Assault Rifle (/Lotus/StoreItems/Levels/MiniGames/Sentinel/Weapons/SpaceInvaders/DefenderWeapon),LongGuns,NO,NO,?,?,
Assault Rifle (/Lotus/StoreItems/Levels/MiniGames/Sentinel/Weapons/SpaceInvaders/SpaceInvaderGun),LongGuns,NO,NO,?,?,
Asteroid Transition Test (/Lotus/StoreItems/Types/Keys/TestKeyTransitional),LevelKeys,NO,YES,?,75,
Atraktor Pocisków (/Lotus/StoreItems/Powersuits/Mag/BulletAttractorAbilityCard),Upgrades,NO,YES,?,?,
Attica (/Lotus/StoreItems/Weapons/Tenno/LongGuns/TnoPrmryXbow/TnoPrmryXbowWeapon),LongGuns,YES,NO,?,125,
Attica Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/TnoPrmryXbowBlueprint),Recipes,NO,NO,20000,?,
Aura Emp (/Lotus/StoreItems/Upgrades/Mods/Aura/RobotPoorAimAuraMod),Upgrades,NO,YES,?,?,
Aura Helmet Conversion Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/ConversionTrinityHelmetAltBlueprint),Recipes,YES,NO,1000,?,
Aurora Helmet Conversion Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/ConversionFrostHelmetAltBlueprint),Recipes,YES,NO,1000,?,
Autumn Garden Stone Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentRecipes/DojoGardenG),Recipes,NO,NO,75000,?,
Autumn Maple Tree Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/MapleTreeBRecipe),Recipes,NO,NO,75000,?,
Avalon Helmet Conversion Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/ConversionExcaliburHelmetAltBlueprint),Recipes,YES,NO,1000,?,
Aviator (/Lotus/StoreItems/Upgrades/Mods/Warframe/AvatarDamageReductionInAir),Upgrades,NO,YES,?,?,
Aviator (/Lotus/StoreItems/Upgrades/Mods/Warframe/Expert/AvatarDamageReductionInAirExpert),Upgrades,NO,YES,?,?,
Aviator (/Lotus/StoreItems/Upgrades/Mods/Warframe/Intermediate/AvatarDamageReductionInAirIntermediate),Upgrades,NO,YES,?,?,
Awatar Ash 'Locust' (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageAshLocustBright),FlavourItems,NO,NO,20000,26,
Awatar Ash 'Locust' (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageAshLocustDark),FlavourItems,NO,NO,20000,26,
Awatar Ash 'Scorpion' (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageAshScorpionBright),FlavourItems,NO,NO,20000,26,
Awatar Ash 'Scorpion' (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageAshScorpionDark),FlavourItems,NO,NO,20000,26,
Awatar Ash (/Lotus/StoreItems/Types/StoreItems/AvatarImages/AvatarImageItem6),FlavourItems,NO,NO,20000,27,
Awatar Ash (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageAshBright),FlavourItems,NO,NO,20000,26,
Awatar Ash (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageAshDark),FlavourItems,NO,NO,20000,26,
Awatar Banshee 'Chorus' (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageBansheeChorusBright),FlavourItems,NO,NO,20000,26,
Awatar Banshee 'Chorus' (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageBansheeChorusDark),FlavourItems,NO,NO,20000,26,
Awatar Banshee 'Reverb' (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageBansheeReverbBright),FlavourItems,NO,NO,20000,26,
Awatar Banshee 'Reverb' (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageBansheeReverbDark),FlavourItems,NO,NO,20000,26,
Awatar Banshee (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageBansheeBright),FlavourItems,NO,NO,20000,26,
Awatar Banshee (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageBansheeDark),FlavourItems,NO,NO,20000,26,
Awatar Ember  'Phoenix' (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageEmberPheonixBright),FlavourItems,NO,NO,20000,26,
