Deck,Enemy,Probability,Max Simultaneous,Tier
CorpusInfestedMix,Spaceman/AIWeek/RifleSpacemanAgent,1,0,0
,BipedRobot/AIWeek/ShockwaveBipedAgent,0.2,0,0
,Drones/AIWeek/ShieldDroneAgent,0.15000001,1,0
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,0,0
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.5,0,0
,BipedRobot/AIWeek/SuperMoaBipedAgent,0.02,0,0
,AiWeek/Quadrupeds/Quadruped,1,0,0
,AiWeek/Runners/SuicideRunner,1,0,0
,AiWeek/Runners/LeapingRunner,0.25,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
CorpusInfestedMixB,Spaceman/AIWeek/RifleSpacemanAgent,1,0,0
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,0,0
,Drones/AIWeek/ShieldDroneAgent,0.15000001,2,0
,Spaceman/AIWeek/SniperSpacemanAgent,0.1,1,0
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.25,0,0
,Drones/AIWeek/MineDroneAgent,0.25,0,0
,BipedRobot/AIWeek/SuperMoaBipedAgent,0.0099999998,0,0
,AiWeek/Quadrupeds/Quadruped,1,0,0
,AiWeek/Runners/SuicideRunner,1,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,AiWeek/Ancients/ToxicAncient,0.1,0,0
CorpusSquadA,Spaceman/AIWeek/RifleSpacemanAgent,1,0,0
,BipedRobot/AIWeek/ShockwaveBipedAgent,0.2,0,0
,Drones/AIWeek/ShieldDroneAgent,0.15000001,1,0
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,0,0
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.5,0,0
,BipedRobot/AIWeek/SuperMoaBipedAgent,0.02,0,0
,Spaceman/AIWeek/DeployableSpacemanAgent,0.050000001,0,0
,Drones/AIWeek/SuicideDroneAgent,0.050000001,0,0
CorpusSquadB,Spaceman/AIWeek/RifleSpacemanAgent,1,0,0
,Spaceman/EliteSpacemanAgent,1,0,0
,BipedRobot/AIWeek/ShockwaveBipedAgent,0.1,0,0
,Drones/AIWeek/ShieldDroneAgent,0.15000001,2,0
,Spaceman/AIWeek/SniperSpacemanAgent,0.1,0,0
,BipedRobot/AIWeek/RailgunBipedAgent,0.1,0,0
,Drones/AIWeek/LeechDroneAgent,0.25,0,0
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.5,0,0
,BipedRobot/AIWeek/SuperMoaBipedAgent,0.02,0,0
,Spaceman/AIWeek/DeployableSpacemanAgent,0.050000001,0,0
CorpusSquadC,Spaceman/AIWeek/RifleSpacemanAgent,1,0,0
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,0,0
,Drones/AIWeek/ShieldDroneAgent,0.15000001,2,0
,Spaceman/AIWeek/SniperSpacemanAgent,0.1,1,0
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.25,0,0
,Drones/AIWeek/MineDroneAgent,0.25,0,0
,BipedRobot/AIWeek/SuperMoaBipedAgent,0.02,0,0
,Spaceman/AIWeek/DeployableSpacemanAgent,0.050000001,0,0
,Drones/AIWeek/SuicideDroneAgent,0.1,0,0
CorpusSquadD,Spaceman/AIWeek/RifleSpacemanAgent,1,0,0
,Spaceman/EliteSpacemanAgent,1,0,0
,Spaceman/AIWeek/ShotgunSpacemanAgent,0.75,0,0
,BipedRobot/AIWeek/ShockwaveBipedAgent,0.2,0,0
,Drones/AIWeek/ShieldDroneAgent,0.15000001,1,0
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,0,0
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.5,0,0
,BipedRobot/AIWeek/SuperMoaBipedAgent,0.02,0,0
,Spaceman/AIWeek/DeployableSpacemanAgent,0.050000001,0,0
,BipedRobot/AIWeek/LaserDiscBipedAgent,0.050000001,0,0
,Drones/AIWeek/VacuumDroneAgent,0.02,0,0
,Drones/AIWeek/SuicideDroneAgent,0.050000001,0,0
CorpusSquadDefenseA,Spaceman/AIWeek/RifleSpacemanAgent,1,0,0
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,0,0
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.5,0,0
,BipedRobot/AIWeek/ShockwaveBipedAgent,0.1,0,1
,Drones/AIWeek/ShieldDroneAgent,0.15000001,0,1
,BipedRobot/AIWeek/RailgunBipedAgent,0.2,0,2
,Drones/AIWeek/MineDroneAgent,0.15000001,0,2
,BipedRobot/AIWeek/ShockwaveBipedAgent,0.25,0,2
,Spaceman/AIWeek/SniperSpacemanAgent,0.25,0,2
,BipedRobot/AIWeek/SuperMoaBipedAgent,0.02,0,2
,Spaceman/AIWeek/DeployableSpacemanAgent,0.1,0,1
,Spaceman/AIWeek/DeployableSpacemanAgent,0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
,Drones/AIWeek/SuicideDroneAgent,0.050000001,0,1
CorpusSquadDefenseB,Spaceman/AIWeek/RifleSpacemanAgent,1,0,0
,Spaceman/AIWeek/ShotgunSpacemanAgent,0.25,0,0
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.5,0,0
,BipedRobot/AIWeek/ShockwaveBipedAgent,0.1,0,1
,Drones/AIWeek/ShieldDroneAgent,0.15000001,0,1
,Spaceman/EliteSpacemanAgent,0.2,0,2
,Drones/AIWeek/MineDroneAgent,0.15000001,0,2
,BipedRobot/AIWeek/ShockwaveBipedAgent,0.25,0,2
,Spaceman/AIWeek/SniperSpacemanAgent,0.25,0,2
,BipedRobot/AIWeek/SuperMoaBipedAgent,0.02,0,2
,Spaceman/AIWeek/DeployableSpacemanAgent,0.1,0,1
,BipedRobot/AIWeek/LaserDiscBipedAgent,0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
,Drones/AIWeek/SuicideDroneAgent,0.025,0,1
CorpusSurvivalA,Spaceman/AIWeek/RifleSpacemanAgent,1,0,0
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,6,0
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,0
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,1
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,1
,Drones/AIWeek/SuicideDroneAgent,0.1,3,1
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,2
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,2
,Drones/AIWeek/ShieldDroneAgent,1,3,2
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,3
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,3
,Drones/AIWeek/ShieldDroneAgent,1,3,3
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,4
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,4
,Drones/AIWeek/SuicideDroneAgent,0.1,3,4
,Drones/AIWeek/ShieldDroneAgent,1,4,4
,BipedRobot/AIWeek/SuperMoaBipedAgent,1,3,4
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,6,4
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,5
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,5
,Drones/AIWeek/ShieldDroneAgent,1,4,5
,BipedRobot/AIWeek/ShockwaveBipedAgent,1,3,5
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,6
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,6
,Drones/AIWeek/ShieldDroneAgent,1,5,6
,Spaceman/AIWeek/DeployableSpacemanAgent,1,3,6
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,7
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,7
,Drones/AIWeek/SuicideDroneAgent,0.050000001,4,7
,Drones/AIWeek/ShieldDroneAgent,1,5,7
,BipedRobot/AIWeek/RailgunBipedAgent,1,3,7
,Spaceman/EliteSpacemanAgent,1,2,7
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,8
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,8
,Drones/AIWeek/ShieldDroneAgent,1,5,8
,BipedRobot/AIWeek/SuperMoaBipedAgent,1,3,8
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,6,8
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,9
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,9
,Drones/AIWeek/ShieldDroneAgent,1,5,9
,BipedRobot/AIWeek/ShockwaveBipedAgent,1,2,9
,Spaceman/AIWeek/DeployableSpacemanAgent,1,2,9
,BipedRobot/AIWeek/RailgunBipedAgent,1,2,9
,Spaceman/EliteSpacemanAgent,1,2,9
CorpusSurvivalB,Spaceman/AIWeek/RifleSpacemanAgent,1,0,0
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,6,0
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,0
,Spaceman/AIWeek/ShotgunSpacemanAgent,1,0,1
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,1
,BipedRobot/AIWeek/LaserDiscBipedAgent,1,2,1
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,2
,BipedRobot/AIWeek/LaserDiscBipedAgent,1,2,2
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,2
,Drones/AIWeek/ShieldDroneAgent,1,3,2
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,3
,Drones/AIWeek/SuicideDroneAgent,0.050000001,3,3
,BipedRobot/AIWeek/LaserDiscBipedAgent,1,3,3
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,3
,Drones/AIWeek/ShieldDroneAgent,1,3,3
,Spaceman/AIWeek/ShotgunSpacemanAgent,1,0,4
,BipedRobot/AIWeek/LaserDiscBipedAgent,1,3,4
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,4
,Drones/AIWeek/ShieldDroneAgent,1,3,4
,BipedRobot/AIWeek/SuperMoaBipedAgent,1,3,4
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,6,4
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,5
,BipedRobot/AIWeek/LaserDiscBipedAgent,1,3,5
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,5
,Drones/AIWeek/ShieldDroneAgent,1,4,5
,Drones/AIWeek/SuicideDroneAgent,0.050000001,3,5
,BipedRobot/AIWeek/ShockwaveBipedAgent,1,3,5
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,6
,BipedRobot/AIWeek/LaserDiscBipedAgent,1,4,6
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,6
,Drones/AIWeek/ShieldDroneAgent,1,4,6
,Spaceman/AIWeek/DeployableSpacemanAgent,1,3,6
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,7
,BipedRobot/AIWeek/LaserDiscBipedAgent,1,4,7
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,7
,Drones/AIWeek/ShieldDroneAgent,1,5,7
,BipedRobot/AIWeek/RailgunBipedAgent,1,3,7
,Spaceman/EliteSpacemanAgent,1,2,7
,Spaceman/AIWeek/RifleSpacemanAgent,1,0,8
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,8
,Drones/AIWeek/SuicideDroneAgent,0.1,4,8
,BipedRobot/AIWeek/LaserDiscBipedAgent,1,4,8
,Drones/AIWeek/ShieldDroneAgent,1,5,8
,BipedRobot/AIWeek/SuperMoaBipedAgent,1,3,8
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,6,8
,Spaceman/AIWeek/ShotgunSpacemanAgent,1,0,9
,BipedRobot/AIWeek/LaserDiscBipedAgent,1,5,9
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.60000002,0,9
,Drones/AIWeek/ShieldDroneAgent,1,5,9
,BipedRobot/AIWeek/ShockwaveBipedAgent,1,2,9
,Spaceman/AIWeek/DeployableSpacemanAgent,1,2,9
,Spaceman/EliteSpacemanAgent,1,2,9
DesertGrineerDefenseA,Desert/RifleLancer,1,0,0
,Desert/EliteRifleLancer,1,0,0
,Desert/BladeSawmanNoCoverSurvival,0.5,5,0
,Desert/ShotgunLancer,0.25,0,0
,Desert/JetpackMarine,0.25,5,0
,Desert/MinigunBombard,0.050000001,2,1
,Desert/EvisceratorLancer,0.1,2,1
,AIWeek/GrineerFemale,0.5,4,1
,Desert/GrineerMarinePistol,0.15000001,0,1
,AIWeek/GrineerRollingDrone,0.2,2,2
,AIWeek/RocketBombard,0.025,2,2
,AIWeek/MacheteWomanNoCover,0.2,3,2
,AIWeek/FlameLancer,0.15000001,2,2
DesertGrineerSquadOne,Desert/RifleLancer,1,0,0
,Desert/EliteRifleLancer,1,0,0
,Desert/BladeSawman,0.30000001,0,0
,Desert/ShotgunLancer,0.25,0,0
,Desert/MinigunBombard,0.050000001,2,0
,Desert/EvisceratorLancer,0.1,2,0
,Desert/JetpackMarine,0.25,5,0
,SpecialEvents/SurveillanceDroneAgent,0.050000001,0,0
,Desert/GrineerMarinePistol,0.050000001,0,0
,/Lotus/Types/NeutralCreatures/SandRayCreature,0.25,3,0
,AIWeek/GrineerFemale,0.1,4,0
EventCorpusSquadA,Spaceman/AIWeek/RifleSpacemanAgent,1,0,0
,Spaceman/EliteSpacemanAgent,1,0,0
,BipedRobot/AIWeek/ShockwaveBipedAgent,0.2,0,0
,Drones/AIWeek/ShieldDroneAgent,0.15000001,1,0
,Spaceman/AIWeek/MeleeSpacemanAgent,0.25,0,0
,BipedRobot/AIWeek/LaserCannonBipedAgent,0.5,0,0
,BipedRobot/AIWeek/SuperMoaBipedAgent,0.02,0,0
,Spaceman/AIWeek/DeployableSpacemanAgent,0.050000001,0,0
ForestBossGrineerSquadOne,Forest/RifleLancer,1,0,0
,Forest/BladeSawman,0.25,0,0
,Forest/ShotgunLancer,0.2,3,0
,Forest/JetpackMarine,0.25,1,0
,Forest/GrineerMarinePistol,0.050000001,3,0
,Forest/EliteRifleLancer,0.25,3,1
,Forest/EvisceratorLancer,0.1,1,1
,AIWeek/FlameLancer,0.1,1,2
ForestGrineerSquadOne,Forest/RifleLancer,1,0,0
,Forest/BladeSawman,0.25,0,0
,Forest/ShotgunLancer,0.2,3,0
,Forest/MinigunBombard,0.050000001,1,0
,AIWeek/GrineerFemale,0.1,1,0
,Forest/JetpackMarine,0.25,1,0
,SpecialEvents/ForestDroneAgent,0.050000001,0,0
,Forest/GrineerMarinePistol,0.050000001,3,0
,Forest/EliteRifleLancer,0.25,3,1
,AIWeek/MacheteWoman,0.2,0,1
,Forest/EvisceratorLancer,0.1,1,1
,AIWeek/RocketBombard,0.1,1,2
,AIWeek/FlameLancer,0.1,1,2
,Forest/MinigunBombard,0.1,2,2
ForestGrineerSurvivalA,Forest/RifleLancer,1,0,0
,AIWeek/MacheteWomanNoCover,0.5,2,0
,Forest/BladeSawmanNoCover,0.5,0,0
,Forest/RifleLancer,1,0,1
,Forest/BladeSawmanNoCover,0.5,0,1
,Forest/JetpackMarine,0.25,1,1
,Forest/ShotgunLancer,0.25,1,1
,Forest/RifleLancer,1,0,2
,Forest/BladeSawmanNoCover,0.5,0,2
,Forest/GrineerMarinePistol,0.25,3,2
,Forest/JetpackMarine,0.25,1,2
,SpecialEvents/ForestDroneAgent,1,2,2
,Forest/ShotgunLancer,1,2,2
,Forest/RifleLancer,1,0,3
,Forest/BladeSawmanNoCover,0.5,0,3
,Forest/GrineerMarinePistol,0.25,4,3
,Forest/JetpackMarine,0.25,1,3
,SpecialEvents/ForestDroneAgent,1,2,3
,AIWeek/GrineerFemale,1,2,3
,Forest/RifleLancer,1,0,4
,Forest/BladeSawmanNoCover,0.5,0,4
,Forest/GrineerMarinePistol,0.25,3,4
,AIWeek/IncendiaryBombard,0.25,1,4
,Forest/JetpackMarine,0.25,1,4
,AIWeek/GrineerFemale,0.5,2,4
,Forest/RifleLancer,1,0,5
,Forest/BladeSawmanNoCover,0.25,0,5
,Forest/GrineerMarinePistol,0.25,3,5
,AIWeek/FlameLancer,0.2,1,5
,Forest/JetpackMarine,0.5,1,5
,Forest/ShotgunLancer,0.5,3,5
,Forest/RifleLancer,1,0,6
,Forest/EliteRifleLancer,0.5,3,6
,Forest/BladeSawmanNoCover,0.25,0,6
,Forest/GrineerMarinePistol,0.25,4,6
,SpecialEvents/ForestDroneAgent,1,2,6
,Forest/ShotgunLancer,0.5,3,6
,Forest/RifleLancer,1,0,7
,Forest/EliteRifleLancer,0.25,0,7
,Forest/BladeSawmanNoCover,0.25,0,7
,Forest/GrineerMarinePistol,0.25,4,7
,Forest/JetpackMarine,0.25,2,7
,Forest/MinigunBombard,0.2,2,7
,Forest/ShotgunLancer,0.5,4,7
,AIWeek/GrineerFemale,0.25,3,7
,Forest/RifleLancer,1,0,8
,Forest/EliteRifleLancer,0.25,0,8
,Forest/BladeSawmanNoCover,0.25,0,8
,Forest/GrineerMarinePistol,1,0,8
,AIWeek/IncendiaryBombard,0.25,2,8
,Forest/JetpackMarine,0.25,2,8
,SpecialEvents/ForestDroneAgent,1,2,8
,AIWeek/GrineerFemale,0.5,3,8
,Forest/RifleLancer,1,0,0
,Forest/EliteRifleLancer,0.5,0,9
,Forest/BladeSawmanNoCover,0.25,0,9
,Forest/GrineerMarinePistol,0.25,5,9
,AIWeek/FlameLancer,1,2,9
,AIWeek/RocketBombard,1,1,9
,Forest/MinigunBombard,1,2,9
,Forest/ShotgunLancer,0.5,4,9
ForestGrineerTerritoriesOne,Forest/RifleLancer,1,0,0
,Forest/BladeSawman,0.30000001,0,0
,Forest/ShotgunLancer,0.25,0,0
,Forest/MinigunBombard,0.050000001,2,0
,Forest/JetpackMarine,0.25,1,0
,Forest/GrineerMarinePistol,0.050000001,0,0
,Forest/EliteRifleLancer,0.5,0,1
,AIWeek/MacheteWoman,0.2,0,1
,Forest/EvisceratorLancer,0.15000001,1,1
,AIWeek/GrineerFemale,0.2,3,1
,AIWeek/ShieldLancer,0.1,0,1
,AIWeek/RocketBombard,0.1,1,2
,AIWeek/FlameLancer,0.1,2,2
,Forest/MinigunBombard,0.1,2,2
,Forest/EvisceratorLancer,0.2,2,2
GrineerDefenseA,AIWeek/RifleLancer,1,0,0
,AIWeek/EliteRifleLancer,1,0,0
,AIWeek/BladeSawmanNoCover,0.30000001,0,0
,AIWeek/ShotgunLancer,0.25,0,0
,AIWeek/MinigunBombard,0.050000001,2,1
,AIWeek/ShieldLancer,0.1,2,1
,AIWeek/GrineerRollingDrone,0.2,0,2
,AIWeek/RocketBombard,0.025,0,2
,GrineerMarinePistol,0.15000001,0,2
,AIWeek/MacheteWomanNoCover,0.2,0,2
,AIWeek/GrineerFemale,0.1,0,1
,AIWeek/FlameLancer,0.15000001,0,1
GrineerDefenseForest,Forest/RifleLancer,1,0,0
,Forest/BladeSawman,0.30000001,0,0
,Forest/ShotgunLancer,0.25,0,0
,Forest/EliteRifleLancer,0.5,0,1
,Forest/JetpackMarine,0.25,2,1
,Forest/MinigunBombard,0.050000001,2,1
,Forest/GrineerMarinePistol,0.1,2,1
,AIWeek/GrineerFemale,0.15000001,0,1
,AIWeek/FlameLancer,0.15000001,0,1
,AIWeek/GrineerRollingDrone,0.2,0,2
,AIWeek/RocketBombard,0.025,0,2
,Forest/GrineerMarinePistol,0.15000001,0,2
,AIWeek/MacheteWomanNoCover,0.2,0,2
,Forest/EvisceratorLancer,0.1,2,2
GrineerInfestedMix,AIWeek/RifleLancer,1,0,0
,AIWeek/EliteRifleLancer,1,0,0
,AIWeek/BladeSawman,0.30000001,0,0
,AIWeek/MacheteWoman,0.2,0,0
,AIWeek/ShotgunLancer,0.25,0,0
,AIWeek/MinigunBombard,0.050000001,2,0
,AIWeek/ShieldLancer,0.1,2,0
,AiWeek/Quadrupeds/Quadruped,1,0,0
,AiWeek/Runners/SuicideRunner,1,0,0
,AiWeek/Runners/LeapingRunner,0.25,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,AiWeek/Ancients/HealingAncient,0.1,0,0
,AIWeek/GrineerRollingDrone,0.1,0,0
,AIWeek/GrineerFemale,0.1,0,0
GrineerInfestedMixB,AIWeek/RifleLancer,1,0,0
,AIWeek/EliteRifleLancer,1,0,0
,AIWeek/PistonSawman,0.30000001,0,0
,AIWeek/RocketBombard,0.050000001,2,0
,AIWeek/BladeSawman,0.1,2,0
,AiWeek/Quadrupeds/Quadruped,1,0,0
,AiWeek/Runners/LeapingRunner,0.25,0,0
,AiWeek/Ancients/ToxicAncient,0.1,0,0
,AiWeek/Ancients/HealingAncient,0.1,0,0
GrineerInfestedMixDesert,Desert/RifleLancer,1,0,0
,Desert/EliteRifleLancer,1,0,0
,Desert/BladeSawman,0.30000001,0,0
,Desert/ShotgunLancer,0.25,0,0
,Desert/MinigunBombard,0.050000001,2,0
,Desert/EvisceratorLancer,0.1,2,0
,Desert/JetpackMarine,0.25,0,0
,Desert/GrineerMarinePistol,0.050000001,0,0
,/Lotus/Types/NeutralCreatures/SandRayCreature,0.25,3,0
,AIWeek/GrineerFemale,0.1,4,0
,AiWeek/Quadrupeds/Quadruped,1,0,0
,AiWeek/Runners/LeapingRunner,0.75,0,0
,AiWeek/Runners/SuicideRunner,0.5,0,0
,AiWeek/Ancients/MeleeAncient,0.2,0,0
,AiWeek/Ancients/ToxicAncient,0.1,0,0
GrineerInfestedMixForest,Forest/RifleLancer,1,0,0
,Forest/EliteRifleLancer,0.2,2,0
,Forest/BladeSawman,0.30000001,0,0
,Forest/ShotgunLancer,0.25,3,0
,Forest/MinigunBombard,0.050000001,2,0
,AIWeek/GrineerFemale,0.1,2,0
,Forest/JetpackMarine,0.25,1,0
,Forest/GrineerMarinePistol,0.050000001,0,0
,AIWeek/MacheteWoman,0.2,0,1
,Forest/EvisceratorLancer,0.1,1,1
,AIWeek/ShieldLancer,0.1,0,1
,AIWeek/RocketBombard,0.1,1,2
,AIWeek/FlameLancer,0.1,1,2
,Forest/MinigunBombard,0.1,2,2
,AiWeek/Quadrupeds/Quadruped,1,0,0
,AiWeek/Runners/LeapingRunner,0.75,0,0
,AiWeek/Runners/SuicideRunner,0.5,0,0
,AiWeek/Ancients/MeleeAncient,0.2,0,0
,AiWeek/Ancients/ToxicAncient,0.1,0,0
GrineerSettlementSurvivalA,Desert/RifleLancer,1,0,0
,Desert/EliteRifleLancer,0.75,0,0
,Desert/BladeSawmanNoCoverSurvival,0.5,10,0
,Desert/RifleLancer,1,0,1
,Desert/EliteRifleLancer,0.75,0,1
,Desert/JetpackMarine,0.5,3,1
,Desert/BladeSawmanNoCoverSurvival,0.5,10,1
,Desert/EliteRifleLancer,1,0,2
,Desert/JetpackMarine,0.5,5,2
,Desert/EvisceratorLancer,0.5,2,2
,AIWeek/ShotgunLancer,1,3,2
,SpecialEvents/SurveillanceDroneAgent,1,2,2
,AIWeek/GrineerFemale,0.5,4,3
,Desert/EliteRifleLancer,1,0,3
,Desert/JetpackMarine,0.5,5,3
,Desert/EvisceratorLancer,1,2,3
,AIWeek/ShieldLancer,1,5,3
,Desert/BladeSawmanNoCoverSurvival,0.5,8,3
,Desert/EliteRifleLancer,1,0,4
,Desert/JetpackMarine,0.5,5,4
,Desert/EvisceratorLancer,0.5,2,4
,AIWeek/IncendiaryBombard,0.5,2,4
,AIWeek/ShotgunLancer,1,4,4
,SpecialEvents/SurveillanceDroneAgent,1,2,4
,Desert/EliteRifleLancer,1,0,5
,AIWeek/GrineerFemale,1,4,5
,Desert/JetpackMarine,0.5,5,5
,Desert/EvisceratorLancer,1,3,5
,AIWeek/FlameLancer,1,3,5
,AIWeek/ShieldLancer,1,5,5
,Desert/BladeSawmanNoCoverSurvival,0.5,8,5
,Desert/EliteRifleLancer,1,0,6
,Desert/JetpackMarine,0.5,6,6
,Desert/EvisceratorLancer,1,3,6
,AIWeek/RocketBombard,1,3,6
,AIWeek/ShotgunLancer,1,4,6
,AIWeek/ShieldLancer,1,6,6
,SpecialEvents/SurveillanceDroneAgent,1,2,6
,Desert/EliteRifleLancer,1,0,7
,Desert/JetpackMarine,0.75,5,7
,Desert/EvisceratorLancer,1,4,7
,Desert/MinigunBombard,1,3,7
,AIWeek/GrineerFemale,1,6,7
,Desert/BladeSawmanNoCoverSurvival,0.5,8,7
,Desert/EliteRifleLancer,1,0,8
,Desert/JetpackMarine,1,6,8
