Result Item,Mat1,Mat1 Count,Mat2,Mat2 Count,Mat3,Mat3 Count,Mat4,Mat4 Count,Build Time,Price,Skip Build Price
Dual Cestra(/Lotus/StoreItems/Weapons/Corpus/Pistols/CorpusMinigun/DualCorpusMinigun),Cestra(/Lotus/Weapons/Corpus/Pistols/CorpusMinigun/CorpusMinigun),1,Cestra(/Lotus/Weapons/Corpus/Pistols/CorpusMinigun/CorpusMinigun),1,Fieldron(/Lotus/Types/Items/Research/EnergyComponent),2,Forma(/Lotus/Types/Items/MiscItems/Forma),1,86400,25000,
Reißzahn(/Lotus/StoreItems/Weapons/Tenno/Melee/DualDagger/DualDagger),Morphide(/Lotus/Types/Items/MiscItems/Morphic),1,Polymerbündel(/Lotus/Types/Items/MiscItems/PolymerBundle),600,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),600,Nanosporen(/Lotus/Types/Items/MiscItems/Nanospores),900,43200,20000,35
Ether-Dolche(/Lotus/StoreItems/Weapons/Tenno/Melee/DualDagger/DualEtherDagger),Morphide(/Lotus/Types/Items/MiscItems/Morphic),5,Polymerbündel(/Lotus/Types/Items/MiscItems/PolymerBundle),600,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),600,Nanosporen(/Lotus/Types/Items/MiscItems/Nanospores),1200,43200,20000,35
Doppel-Ether(/Lotus/StoreItems/Weapons/Tenno/Melee/DualShortSword/DualEtherSword),Morphide(/Lotus/Types/Items/MiscItems/Morphic),3,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),900,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),850,Polymerbündel(/Lotus/Types/Items/MiscItems/PolymerBundle),800,43200,20000,35
Doppel-Heat-Schwert(/Lotus/StoreItems/Weapons/Tenno/Melee/DualShortSword/DualHeatSwords),Morphide(/Lotus/Types/Items/MiscItems/Morphic),2,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),900,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),1000,Polymerbündel(/Lotus/Types/Items/MiscItems/PolymerBundle),700,43200,15000,35
Dual Kamas(/Lotus/StoreItems/Weapons/Tenno/Melee/DualKamas/DualKamas),Kama(/Lotus/Weapons/Tenno/Melee/DualKamas/SingleKama),1,Kama(/Lotus/Weapons/Tenno/Melee/DualKamas/SingleKama),1,Orokin-Zelle(/Lotus/Types/Items/MiscItems/OrokinCell),1,,,43200,40000,
Akmagnus(/Lotus/StoreItems/Weapons/Tenno/Akimbo/DualMagnus),Magnus(/Lotus/Weapons/Tenno/Pistols/Magnum/Magnum),1,Magnus(/Lotus/Weapons/Tenno/Pistols/Magnum/Magnum),1,Orokin-Zelle(/Lotus/Types/Items/MiscItems/OrokinCell),2,,,43200,50000,
Doppel-Skana(/Lotus/StoreItems/Weapons/Tenno/Melee/DualShortSword/DualShortSword),Morphide(/Lotus/Types/Items/MiscItems/Morphic),2,Polymerbündel(/Lotus/Types/Items/MiscItems/PolymerBundle),300,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),850,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),300,43200,25000,35
Akvasto(/Lotus/StoreItems/Weapons/Tenno/Akimbo/DualVastos),Vasto(/Lotus/Weapons/Tenno/Pistol/RevolverPistol),1,Vasto(/Lotus/Weapons/Tenno/Pistol/RevolverPistol),1,Orokin-Zelle(/Lotus/Types/Items/MiscItems/OrokinCell),2,,,43200,50000,
Ether Reaper(/Lotus/StoreItems/Weapons/Tenno/Melee/Scythe/EtherScytheWeapon),Polymerbündel(/Lotus/Types/Items/MiscItems/PolymerBundle),1000,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),1000,Morphide(/Lotus/Types/Items/MiscItems/Morphic),10,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),1000,43200,50000,50
Ether-Schwert(/Lotus/StoreItems/Weapons/Tenno/Melee/LongSword/EtherSword),Morphide(/Lotus/Types/Items/MiscItems/Morphic),4,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),700,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),900,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),700,43200,20000,35
Fang Prime(/Lotus/StoreItems/Weapons/Tenno/Melee/DualDagger/FangPrimeDagger),WeaponParts/PrimeFangHandle,2,WeaponParts/PrimeFangBlade,2,,,,,43200,,50
Furax(/Lotus/StoreItems/Weapons/Tenno/Melee/Fist/Fist),Nanosporen(/Lotus/Types/Items/MiscItems/Nanospores),1000,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),900,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),600,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),500,43200,15000,35
Furis(/Lotus/StoreItems/Weapons/Tenno/Pistol/AutoPistol),Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),750,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),300,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),400,Neuroden(/Lotus/Types/Items/MiscItems/Neurode),4,43200,15000,
Ankyros(/Lotus/StoreItems/Weapons/Tenno/Melee/Gauntlet/Gauntlet),Nanosporen(/Lotus/Types/Items/MiscItems/Nanospores),900,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),900,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),600,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),450,43200,15000,35
Gleve(/Lotus/StoreItems/Weapons/Tenno/Melee/Glaives/LightGlaive/LightGlaiveWeapon),Morphide(/Lotus/Types/Items/MiscItems/Morphic),10,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),5000,Nanosporen(/Lotus/Types/Items/MiscItems/Nanospores),6000,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),4500,43200,,50
Glaive Prime(/Lotus/StoreItems/Weapons/Tenno/Melee/Glaives/PrimeGlaive/PrimeGlaiveWeapon),WeaponParts/GlaivePrimeBlade,2,WeaponParts/GlaivePrimeDisc,1,Orokin-Zelle(/Lotus/Types/Items/MiscItems/OrokinCell),10,,,43200,,50
Gorgon(/Lotus/StoreItems/Weapons/Tenno/Rifle/HeavyRifle),Morphide(/Lotus/Types/Items/MiscItems/Morphic),5,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),5000,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),6000,Schaltkreise(/Lotus/Types/Items/MiscItems/Circuits),1000,43200,25000,50
Gram(/Lotus/StoreItems/Weapons/Tenno/Melee/GreatSword/GreatSword),Gallium(/Lotus/Types/Items/MiscItems/Gallium),3,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),750,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),300,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),80,43200,15000,30
Twin Gremlins(/Lotus/StoreItems/Weapons/Grineer/GrineerPistol/GrineerAkimboPistol),Neuroden(/Lotus/Types/Items/MiscItems/Neurode),5,Schaltkreise(/Lotus/Types/Items/MiscItems/Circuits),900,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),1500,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),1200,86400,,45
Penta(/Lotus/StoreItems/Weapons/Corpus/LongGuns/GrenadeLauncher/GrenadeLauncher),Steuermodul(/Lotus/Types/Items/MiscItems/ControlModule),3,Schaltkreise(/Lotus/Types/Items/MiscItems/Circuits),1000,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),1200,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),400,86400,30000,40
Drakgoon(/Lotus/StoreItems/Weapons/Grineer/LongGuns/GrineerFlakCannon/FlakCannon),Morphide(/Lotus/Types/Items/MiscItems/Morphic),5,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),950,Nanosporen(/Lotus/Types/Items/MiscItems/Nanospores),5500,Schaltkreise(/Lotus/Types/Items/MiscItems/Circuits),1100,86400,30000,40
Stug(/Lotus/StoreItems/Weapons/Grineer/Pistols/GrineerCrossbow/GrineerGooGun),Neuroden(/Lotus/Types/Items/MiscItems/Neurode),3,Gallium(/Lotus/Types/Items/MiscItems/Gallium),4,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),3000,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),1200,86400,20000,
Brakk(/Lotus/StoreItems/Weapons/Grineer/Pistols/GrineerHandShotgun/GrineerHandCannon),Neuroden(/Lotus/Types/Items/MiscItems/Neurode),5,Schaltkreise(/Lotus/Types/Items/MiscItems/Circuits),500,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),700,Polymerbündel(/Lotus/Types/Items/MiscItems/PolymerBundle),600,86400,,
Jat Kittag(/Lotus/StoreItems/Weapons/Grineer/Melee/GrineerJetPoweredPolearm/GrineerJetPolearm),Detonit-Injektor(/Lotus/Types/Items/Research/ChemComponent),5,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),5000,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),600,Forma(/Lotus/Types/Items/MiscItems/Forma),1,86400,30000,30
Viper(/Lotus/StoreItems/Weapons/Grineer/GrineerPistol/GrineerLightPistol),Morphide(/Lotus/Types/Items/MiscItems/Morphic),1,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),300,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),600,Nanosporen(/Lotus/Types/Items/MiscItems/Nanospores),900,43200,20000,35
Karak(/Lotus/StoreItems/Weapons/Grineer/LongGuns/GrineerM16Homage/GrineerM16Rifle),Neuroden(/Lotus/Types/Items/MiscItems/Neurode),2,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),400,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),900,Polymerbündel(/Lotus/Types/Items/MiscItems/PolymerBundle),100,86400,30000,40
Grakata(/Lotus/StoreItems/Weapons/Grineer/LongGuns/GrineerAssaultRifle/GrnAssaultRifle),Neuroden(/Lotus/Types/Items/MiscItems/Neurode),2,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),400,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),900,Polymerbündel(/Lotus/Types/Items/MiscItems/PolymerBundle),100,86400,15000,40
Hind(/Lotus/StoreItems/Weapons/Grineer/LongGuns/BurstRifle/GrnBurstRifle),Neuroden(/Lotus/Types/Items/MiscItems/Neurode),6,Schaltkreise(/Lotus/Types/Items/MiscItems/Circuits),700,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),1000,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),1200,86400,40000,
Kraken(/Lotus/StoreItems/Weapons/Grineer/GrineerPistol/GrnHeavyPistol),Neuroden(/Lotus/Types/Items/MiscItems/Neurode),2,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),200,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),750,Polymerbündel(/Lotus/Types/Items/MiscItems/PolymerBundle),120,86400,20000,45
Vulkar(/Lotus/StoreItems/Weapons/Grineer/LongGuns/GrineerSniperRifle/GrnSniperRifle),Morphide(/Lotus/Types/Items/MiscItems/Morphic),5,Schaltkreise(/Lotus/Types/Items/MiscItems/Circuits),800,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),1200,Plastide(/Lotus/Types/Items/MiscItems/Plastids),800,43200,20000,35
Amphis(/Lotus/StoreItems/Weapons/Tenno/Melee/Staff/GrnStaff),Neuroden(/Lotus/Types/Items/MiscItems/Neurode),2,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),500,Schaltkreise(/Lotus/Types/Items/MiscItems/Circuits),600,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),600,43200,15000,45
Fragor(/Lotus/StoreItems/Weapons/Tenno/Melee/Hammer/HammerWeapon),Gallium(/Lotus/Types/Items/MiscItems/Gallium),3,Bergungsgut(/Lotus/Types/Items/MiscItems/Salvage),750,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),300,Legierungsplatten(/Lotus/Types/Items/MiscItems/AlloyPlate),80,43200,15000,
Heat-Dolch(/Lotus/StoreItems/Weapons/Tenno/Melee/Dagger/Dagger),Neurale Sensoren(/Lotus/Types/Items/MiscItems/NeuralSensor),1,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),500,Schaltkreise(/Lotus/Types/Items/MiscItems/Circuits),150,Polymerbündel(/Lotus/Types/Items/MiscItems/PolymerBundle),75,43200,,
Heat-Schwert(/Lotus/StoreItems/Weapons/Tenno/Melee/Swords/HeatSword/HeatLongSword),Neurale Sensoren(/Lotus/Types/Items/MiscItems/NeuralSensor),1,Ferrit(/Lotus/Types/Items/MiscItems/Ferrite),500,Schaltkreise(/Lotus/Types/Items/MiscItems/Circuits),300,Polymerbündel(/Lotus/Types/Items/MiscItems/PolymerBundle),300,43200,,
