Deck,Enemy,Probability,Max Simultaneous,Tier
,Forest/EliteRifleLancer,0.2,2,0
,Forest/BladeSawman,0.30000001,0,0
,Forest/ShotgunLancer,0.25,3,0
,Forest/MinigunBombard,0.050000001,2,0
,AIWeek/GrineerFemale,0.1,1,0
,Forest/JetpackMarine,0.25,1,0
,/Lotus/Language/Game/Grineerregulatorforest (SpecialEvents/ForestDroneAgent),0.050000001,0,0
,Forest/GrineerMarinePistol,0.050000001,0,0
,AIWeek/MacheteWoman,0.2,0,1
,Forest/EvisceratorLancer,0.1,1,1
,AIWeek/RocketBombard,0.1,1,2
,AIWeek/FlameLancer,0.1,1,2
,Forest/MinigunBombard,0.1,2,2
CorpusGrineerMix,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.69999999,0,0
,Shockwellen-Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Besatzungsmitglied Mit Kampfstab (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.0099999998,0,0
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,1,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.15000001,2,0
,AIWeek/RifleLancer,1,0,0
,AIWeek/EliteRifleLancer,1,0,0
,AIWeek/BladeSawman,0.30000001,0,0
,AIWeek/MacheteWoman,0.1,0,0
,AIWeek/ShotgunLancer,0.25,0,0
,AIWeek/MinigunBombard,0.1,0,0
,AIWeek/ShieldLancer,0.1,0,0
,GrineerMarineLeader,0.1,0,0
CorpusHeavyEnemies,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),1,2,9
,Besatzungsmitglied (Spaceman/AIWeek/ShotgunSpacemanAgent),0.5,2,9
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.5,2,9
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),1,1,9
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),1,1,9
,Railgun-Moa (BipedRobot/AIWeek/RailgunBipedAgent),1,1,9
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.30000001,2,9
CorpusInfestedMix,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Shockwellen-Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Besatzungsmitglied Mit Kampfstab (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,0
,Stürmer (AiWeek/Quadrupeds/Quadruped),1,0,0
,Läufer (AiWeek/Runners/SuicideRunner),1,0,0
,Springer (AiWeek/Runners/LeapingRunner),0.25,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,/Lotus/Language/Game/Toxicdronename (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
,/Lotus/Language/Game/Infestedmoananite (AiWeek/InfestedMoas/NaniteCloudBipedAgent),0.2,2,0
,/Lotus/Language/Game/Infestedancientdiseased (AiWeek/Ancients/DiseasedAncient),0.1,2,0
CorpusInfestedMixB,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Besatzungsmitglied Mit Kampfstab (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.25,0,0
,Minen-Drohne (Drones/AIWeek/MineDroneAgent),0.25,0,0
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.0099999998,0,0
,Stürmer (AiWeek/Quadrupeds/Quadruped),1,0,0
,Läufer (AiWeek/Runners/SuicideRunner),1,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,Giftiger Uralter (AiWeek/Ancients/ToxicAncient),0.1,0,0
,/Lotus/Language/Game/Toxicdronename (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
,/Lotus/Language/Game/Infestedmoagoo (AiWeek/InfestedMoas/SlowBombBipedAgent),0.2,2,0
,/Lotus/Language/Game/Infestedancientpuss (AiWeek/Ancients/SpawningAncient),0.1,2,0
CorpusInfestedMixEvent,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.75,0,0
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.15000001,0,0
,Minen-Drohne (Drones/AIWeek/MineDroneAgent),0.025,0,0
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,0,0
,Shockwellen-Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,0
,Railgun-Moa (BipedRobot/AIWeek/RailgunBipedAgent),0.050000001,0,0
,/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBipedAgent),0.1,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,0
,Stürmer (AiWeek/Quadrupeds/Quadruped),1,0,0
,Läufer (AiWeek/Runners/SuicideRunner),1,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,Giftiger Uralter (AiWeek/Ancients/ToxicAncient),0.1,0,0
,/Lotus/Language/Game/Toxicdronename (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
,/Lotus/Language/Game/Infestedmoananite (AiWeek/InfestedMoas/NaniteCloudBipedAgent),0.2,2,0
,/Lotus/Language/Game/Infestedmoagoo (AiWeek/InfestedMoas/SlowBombBipedAgent),0.2,2,0
,/Lotus/Language/Game/Infestedancientdiseased (AiWeek/Ancients/DiseasedAncient),0.1,2,0
CorpusIntelTiersA,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.2,2,1
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,2,1
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.2,3,2
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.1,2,2
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,2
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.5,2,5
,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,Besatzungsmitglied Mit Kampfstab (Spaceman/AIWeek/MeleeSpacemanAgent),0.60000002,0,5
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.15000001,0,2
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
CorpusIntelTiersB,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.2,2,1
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.2,3,1
,Railgun-Moa (BipedRobot/AIWeek/RailgunBipedAgent),0.2,3,1
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.1,2,1
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,2,1
,Railgun-Moa (BipedRobot/AIWeek/RailgunBipedAgent),0.30000001,3,2
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.15000001,2,2
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,2
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,2,2
,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,Besatzungsmitglied Mit Kampfstab (Spaceman/AIWeek/MeleeSpacemanAgent),1,0,5
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.2,3,0
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),1,0,5
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,5
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.30000001,2,5
CorpusIntelTiersC,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.2,2,1
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.2,3,1
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.2,3,1
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,2,1
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.30000001,3,2
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.30000001,3,2
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,2
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.2,2,2
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.5,0,5
,Besatzungsmitglied Mit Kampfstab (Spaceman/AIWeek/MeleeSpacemanAgent),1,0,5
,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,5
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.30000001,1,5
CorpusIntelTiersD,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,2,1
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBipedAgent),0.1,2,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,2,1
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,1
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.1,3,2
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,3,2
,/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBipedAgent),0.2,3,2
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,2,2
,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),1,0,5
,Besatzungsmitglied (Spaceman/AIWeek/ShotgunSpacemanAgent),0.5,0,5
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,5
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.2,2,5
CorpusSquadA,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Shockwellen-Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Besatzungsmitglied Mit Kampfstab (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,0
CorpusSquadATutorial,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.1,1,0
,Besatzungsmitglied Mit Kampfstab (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
CorpusSquadB,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),1,0,0
,Shockwellen-Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,0
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.1,0,0
,Railgun-Moa (BipedRobot/AIWeek/RailgunBipedAgent),0.1,0,0
,Egel-Drohne (Drones/AIWeek/LeechDroneAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.15000001,0,0
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,0
CorpusSquadC,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Besatzungsmitglied Mit Kampfstab (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.25,0,0
,Minen-Drohne (Drones/AIWeek/MineDroneAgent),0.25,0,0
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.1,0,0
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.2,2,0
CorpusSquadD,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),1,0,0
,Besatzungsmitglied (Spaceman/AIWeek/ShotgunSpacemanAgent),0.75,0,0
,Shockwellen-Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,2,0
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Besatzungsmitglied Mit Kampfstab (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,2,0
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,2,0
,/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBipedAgent),0.050000001,0,0
,Drones/AIWeek/VacuumDroneAgent,0.02,0,0
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.25,3,0
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.15000001,2,0
CorpusSquadDefenseA,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Besatzungsmitglied Mit Kampfstab (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Shockwellen-Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,1
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.15000001,0,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,Railgun-Moa (BipedRobot/AIWeek/RailgunBipedAgent),0.2,0,2
,Minen-Drohne (Drones/AIWeek/MineDroneAgent),0.15000001,0,2
,Shockwellen-Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,2
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.25,0,2
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,2
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,0,1
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,1,2
CorpusSquadDefenseB,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Besatzungsmitglied (Spaceman/AIWeek/ShotgunSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.050000001,0,0
,Shockwellen-Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,1
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.15000001,0,1
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.025,0,1
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),0.2,0,2
,Minen-Drohne (Drones/AIWeek/MineDroneAgent),0.15000001,0,2
,Shockwellen-Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,2
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.25,0,2
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,2
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,0,1
,/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBipedAgent),0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.025,0,2
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
CorpusSquadDefenseBDragonQuest,Besatzungsmitglied (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Besatzungsmitglied (Spaceman/AIWeek/ShotgunSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.050000001,0,0
,Shockwellen-Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,1
,Schild-Drohne (Drones/AIWeek/ShieldDroneAgent),0.15000001,0,1
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.025,0,1
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),0.2,0,2
,Minen-Drohne (Drones/AIWeek/MineDroneAgent),0.15000001,0,2
,Shockwellen-Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,2
,Scharfschützen-Besatzungsmitglied (Spaceman/AIWeek/SniperSpacemanAgent),0.25,0,2
,Fusions-Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,2
,Corpus Techniker (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,0,1
,/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBipedAgent),0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
