Deck,Enemy,Probability,Max Simultaneous,Tier
,AIWeek/MacheteWoman,0.2,0,1
,Forest/EvisceratorLancer,0.1,1,1
,AIWeek/RocketBombard,0.1,1,2
,AIWeek/FlameLancer,0.1,1,2
,Forest/MinigunBombard,0.1,2,2
CorpusGrineerMix,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.69999999,0,0
,ショックウェーブ Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,プロッド クルーマン (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.0099999998,0,0
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,1,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.15000001,2,0
,AIWeek/RifleLancer,1,0,0
,AIWeek/EliteRifleLancer,1,0,0
,AIWeek/BladeSawman,0.30000001,0,0
,AIWeek/MacheteWoman,0.1,0,0
,AIWeek/ShotgunLancer,0.25,0,0
,AIWeek/MinigunBombard,0.1,0,0
,AIWeek/ShieldLancer,0.1,0,0
,GrineerMarineLeader,0.1,0,0
CorpusHeavyEnemies,Elite Crewman (Spaceman/EliteSpacemanAgent),1,2,9
,クルーマン (Spaceman/AIWeek/ShotgunSpacemanAgent),0.5,2,9
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.5,2,9
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),1,1,9
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),1,1,9
,レールガン Moa (BipedRobot/AIWeek/RailgunBipedAgent),1,1,9
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.30000001,2,9
CorpusInfestedMix,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,ショックウェーブ Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,プロッド クルーマン (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,0
,チャージャー (AiWeek/Quadrupeds/Quadruped),1,0,0
,ランナー (AiWeek/Runners/SuicideRunner),1,0,0
,リーパー (AiWeek/Runners/LeapingRunner),0.25,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
,Swarm-Mutalist Moa (AiWeek/InfestedMoas/NaniteCloudBipedAgent),0.2,2,0
,Brood Mother (AiWeek/Ancients/DiseasedAncient),0.1,2,0
CorpusInfestedMixB,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,プロッド クルーマン (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.25,0,0
,マイン オスプレイ (Drones/AIWeek/MineDroneAgent),0.25,0,0
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.0099999998,0,0
,チャージャー (AiWeek/Quadrupeds/Quadruped),1,0,0
,ランナー (AiWeek/Runners/SuicideRunner),1,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,トキシック エンシェント (AiWeek/Ancients/ToxicAncient),0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
,Tar-Mutalist Moa (AiWeek/InfestedMoas/SlowBombBipedAgent),0.2,2,0
,Boiler (AiWeek/Ancients/SpawningAncient),0.1,2,0
CorpusInfestedMixEvent,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.75,0,0
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.15000001,0,0
,マイン オスプレイ (Drones/AIWeek/MineDroneAgent),0.025,0,0
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,0,0
,ショックウェーブ Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,0
,レールガン Moa (BipedRobot/AIWeek/RailgunBipedAgent),0.050000001,0,0
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),0.1,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,0
,チャージャー (AiWeek/Quadrupeds/Quadruped),1,0,0
,ランナー (AiWeek/Runners/SuicideRunner),1,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,トキシック エンシェント (AiWeek/Ancients/ToxicAncient),0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
,Swarm-Mutalist Moa (AiWeek/InfestedMoas/NaniteCloudBipedAgent),0.2,2,0
,Tar-Mutalist Moa (AiWeek/InfestedMoas/SlowBombBipedAgent),0.2,2,0
,Brood Mother (AiWeek/Ancients/DiseasedAncient),0.1,2,0
CorpusIntelTiersA,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.2,2,1
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,2,1
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.2,3,2
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.1,2,2
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,2
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.5,2,5
,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,プロッド クルーマン (Spaceman/AIWeek/MeleeSpacemanAgent),0.60000002,0,5
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.15000001,0,2
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
CorpusIntelTiersB,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.2,2,1
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.2,3,1
,レールガン Moa (BipedRobot/AIWeek/RailgunBipedAgent),0.2,3,1
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.1,2,1
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,2,1
,レールガン Moa (BipedRobot/AIWeek/RailgunBipedAgent),0.30000001,3,2
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.15000001,2,2
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,2
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,2,2
,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,プロッド クルーマン (Spaceman/AIWeek/MeleeSpacemanAgent),1,0,5
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.2,3,0
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,0,5
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,5
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.30000001,2,5
CorpusIntelTiersC,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.2,2,1
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.2,3,1
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.2,3,1
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,2,1
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.30000001,3,2
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.30000001,3,2
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,2
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.2,2,2
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.5,0,5
,プロッド クルーマン (Spaceman/AIWeek/MeleeSpacemanAgent),1,0,5
,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,5
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.30000001,1,5
CorpusIntelTiersD,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,2,1
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),0.1,2,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,2,1
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,1
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.1,3,2
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,3,2
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),0.2,3,2
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,2,2
,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,0,5
,クルーマン (Spaceman/AIWeek/ShotgunSpacemanAgent),0.5,0,5
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,5
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.2,2,5
CorpusSquadA,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,ショックウェーブ Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,プロッド クルーマン (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,0
CorpusSquadB,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,0,0
,ショックウェーブ Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,0
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.1,0,0
,レールガン Moa (BipedRobot/AIWeek/RailgunBipedAgent),0.1,0,0
,リーチ オスプレイ (Drones/AIWeek/LeechDroneAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.15000001,0,0
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,0
CorpusSquadC,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,プロッド クルーマン (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.25,0,0
,マイン オスプレイ (Drones/AIWeek/MineDroneAgent),0.25,0,0
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.1,0,0
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.2,2,0
CorpusSquadD,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,0,0
,クルーマン (Spaceman/AIWeek/ShotgunSpacemanAgent),0.75,0,0
,ショックウェーブ Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,プロッド クルーマン (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),0.050000001,0,0
,Drones/AIWeek/VacuumDroneAgent,0.02,0,0
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.25,0,0
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.2,2,0
CorpusSquadDefenseA,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,プロッド クルーマン (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,ショックウェーブ Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,1
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.15000001,0,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,レールガン Moa (BipedRobot/AIWeek/RailgunBipedAgent),0.2,0,2
,マイン オスプレイ (Drones/AIWeek/MineDroneAgent),0.15000001,0,2
,ショックウェーブ Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,2
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.25,0,2
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,2
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,0,1
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,1,2
CorpusSquadDefenseB,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,クルーマン (Spaceman/AIWeek/ShotgunSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.050000001,0,0
,ショックウェーブ Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,1
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.15000001,0,1
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.025,0,1
,Elite Crewman (Spaceman/EliteSpacemanAgent),0.2,0,2
,マイン オスプレイ (Drones/AIWeek/MineDroneAgent),0.15000001,0,2
,ショックウェーブ Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,2
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.25,0,2
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,2
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,0,1
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.025,0,2
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
CorpusSquadE,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,0,0
,クルーマン (Spaceman/AIWeek/ShotgunSpacemanAgent),0.75,0,0
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.2,0,0
CorpusSurvivalA,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,プロッド クルーマン (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,6,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.60000002,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.050000001,0,0
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),1,3,1
,クルーマン (Spaceman/AIWeek/ShotgunSpacemanAgent),0.5,0,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,ショックウェーブ Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),1,3,2
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.1,3,3
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.25,4,3
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.15000001,2,3
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,3
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),1,3,4
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,2,4
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),1,3,5
,レールガン Moa (BipedRobot/AIWeek/RailgunBipedAgent),1,3,5
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.2,3,5
CorpusSurvivalB,クルーマン (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,プロッド クルーマン (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,6,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.60000002,0,0
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.050000001,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.050000001,0,1
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,1
,シールド オスプレイ (Drones/AIWeek/ShieldDroneAgent),1,3,1
,クルーマン (Spaceman/AIWeek/ShotgunSpacemanAgent),0.5,0,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,2
,ショックウェーブ Moa (BipedRobot/AIWeek/ShockwaveBipedAgent),1,3,2
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.050000001,3,3
,スナイパー クルーマン (Spaceman/AIWeek/SniperSpacemanAgent),0.25,4,3
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),1,2,3
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,3
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,3
,フュージョン Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),1,3,4
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,2,4
,Corpus テック (Spaceman/AIWeek/DeployableSpacemanAgent),1,3,5
,レールガン Moa (BipedRobot/AIWeek/RailgunBipedAgent),1,3,5
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.2,3,5
DesertGrineerDefenseA,Desert/RifleLancer,1,0,0
,Desert/EliteRifleLancer,1,0,0
,Desert/BladeSawmanNoCoverSurvival,0.5,5,0
,Desert/ShotgunLancer,0.25,0,0
,Desert/JetpackMarine,0.25,5,0
,Desert/MinigunBombard,0.050000001,2,1
,Desert/EvisceratorLancer,0.1,2,1
,AIWeek/GrineerFemale,0.5,4,1
,Desert/GrineerMarinePistol,0.15000001,0,1
,AIWeek/GrineerRollingDrone,0.2,2,2
,AIWeek/RocketBombard,0.025,2,2
,AIWeek/MacheteWomanNoCover,0.2,3,2
,AIWeek/FlameLancer,0.15000001,2,2
,AIWeek/BeastMaster,0.2,2,1
