Result Item,Mat1,Mat1 Count,Mat2,Mat2 Count,Mat3,Mat3 Count,Mat4,Mat4 Count,Build Time,Price,Skip Build Price
Dragon Nikana(/Lotus/StoreItems/Weapons/Tenno/Melee/Swords/KatanaAndWakizashi/LowKatana),Argon Crystal(/Lotus/Types/Items/MiscItems/ArgonCrystal),4,Oxium(/Lotus/Types/Items/MiscItems/OxiumAlloy),150,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),500,Forma(/Lotus/Types/Items/MiscItems/Forma),1,43200,20000,35
Afuris(/Lotus/StoreItems/Weapons/Tenno/Akimbo/AkimboAutoPistols),Furis(/Lotus/Weapons/Tenno/Pistol/AutoPistol),1,Furis(/Lotus/Weapons/Tenno/Pistol/AutoPistol),1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),1,,,43200,15000,
Akbolto(/Lotus/StoreItems/Weapons/Tenno/Akimbo/AkimboBolto),Bolto(/Lotus/Weapons/Tenno/Pistol/CrossBow),1,Bolto(/Lotus/Weapons/Tenno/Pistol/CrossBow),1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),1,,,43200,15000,
Akbronco Prime(/Lotus/StoreItems/Weapons/Tenno/Akimbo/PrimeAkimboShotGun),Bronco Prime(/Lotus/Weapons/Tenno/Pistol/BroncoPrime),1,Bronco Prime(/Lotus/Weapons/Tenno/Pistol/BroncoPrime),1,WeaponParts/AkbroncoPrimeLink,1,,,43200,,50
Aklex(/Lotus/StoreItems/Weapons/Tenno/Akimbo/AkLexPistols),Lex(/Lotus/Weapons/Tenno/Pistol/HeavyPistol),1,Lex(/Lotus/Weapons/Tenno/Pistol/HeavyPistol),1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),1,,,43200,20000,
Ankyros Prime(/Lotus/StoreItems/Weapons/Tenno/Melee/Gauntlet/PrimeAnkyros/PrimeAnkyros),WeaponParts/AnkyrosPrimeBlade,2,WeaponParts/AnkyrosPrimeGauntlet,2,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),10,,,43200,,50
Cernos(/Lotus/StoreItems/Weapons/Tenno/Bows/AntlerBow/AntlerBow),Gallium(/Lotus/Types/Items/MiscItems/Gallium),3,Plastidi(/Lotus/Types/Items/MiscItems/Plastids),700,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),600,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),1750,43200,20000,45
Ballistica(/Lotus/StoreItems/Weapons/Tenno/Pistols/AutomaticHandCrossbow/AutoCrossBow),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),3,Gallium(/Lotus/Types/Items/MiscItems/Gallium),4,Nano Spore(/Lotus/Types/Items/MiscItems/Nanospores),3000,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),1200,86400,40000,
Scindo(/Lotus/StoreItems/Weapons/Tenno/Melee/Axe/AxeWeapon),Gallium(/Lotus/Types/Items/MiscItems/Gallium),3,Reperti(/Lotus/Types/Items/MiscItems/Salvage),750,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),300,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),500,43200,15000,
Boar Prime(/Lotus/StoreItems/Weapons/Tenno/Shotgun/PrimeBoar),WeaponParts/BoarPrimeBarrel,1,WeaponParts/BoarPrimeReceiver,1,WeaponParts/BoarPrimeStock,1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),10,43200,,50
Bolto(/Lotus/StoreItems/Weapons/Tenno/Pistol/CrossBow),Lato(/Lotus/Weapons/Tenno/Pistol/Pistol),1,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),800,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),2,Neurodes(/Lotus/Types/Items/MiscItems/Neurode),2,43200,15000,
Boltor(/Lotus/StoreItems/Weapons/Tenno/Rifle/BoltoRifle),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),2,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),100,Reperti(/Lotus/Types/Items/MiscItems/Salvage),900,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),600,86400,15000,
Boltor Prime(/Lotus/StoreItems/Weapons/Tenno/LongGuns/PrimeBoltor/PrimeBoltor),WeaponParts/BoltorPrimeBarrel,1,WeaponParts/BoltorPrimeReceiver,1,WeaponParts/BoltorPrimeStock,1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),10,43200,,50
Kestrel(/Lotus/StoreItems/Weapons/Tenno/Melee/Glaives/Boomerang/BoomerangWeapon),Morphics(/Lotus/Types/Items/MiscItems/Morphic),8,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),4800,Nano Spore(/Lotus/Types/Items/MiscItems/Nanospores),5000,Reperti(/Lotus/Types/Items/MiscItems/Salvage),4000,43200,20000,50
Paris Prime(/Lotus/StoreItems/Weapons/Tenno/Bows/PrimeHuntingBow),WeaponParts/PrimeBowLowerLimb,1,WeaponParts/PrimeBowUpperLimb,1,WeaponParts/PrimeBowGrip,1,WeaponParts/PrimeBowString,1,43200,,50
Brakk(/Lotus/StoreItems/Weapons/Grineer/Pistols/GrineerHandShotgun/GrineerHandCannon),WeaponParts/BrakkBarrel,1,WeaponParts/BrakkReceiver,1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),10,,,43200,15000,50
Braton Prime(/Lotus/StoreItems/Weapons/Tenno/Rifle/BratonPrime),WeaponParts/BratonPrimeBarrel,1,WeaponParts/BratonPrimeReceiver,1,WeaponParts/BratonPrimeStock,1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),10,43200,,50
Bronco(/Lotus/StoreItems/Weapons/Tenno/Pistol/HandShotGun),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),2,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),1200,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),700,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),800,43200,15000,
Bronco Prime(/Lotus/StoreItems/Weapons/Tenno/Pistol/BroncoPrime),WeaponParts/BroncoPrimeBarrel,1,WeaponParts/BroncoPrimeReceiver,1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),10,,,43200,,50
Burston Prime(/Lotus/StoreItems/Weapons/Tenno/LongGuns/PrimeBurston/PrimeBurston),WeaponParts/BurstonPrimeBarrel,1,WeaponParts/BurstonPrimeReceiver,1,WeaponParts/BurstonPrimeStock,1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),10,43200,,50
Burston(/Lotus/StoreItems/Weapons/Tenno/Rifle/BurstRifle),Morphics(/Lotus/Types/Items/MiscItems/Morphic),1,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),150,Nano Spore(/Lotus/Types/Items/MiscItems/Nanospores),600,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),400,43200,15000,
Ceramic Dagger(/Lotus/StoreItems/Weapons/Tenno/Melee/Dagger/CeramicDagger),Gallium(/Lotus/Types/Items/MiscItems/Gallium),4,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),500,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),500,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),600,43200,,
Dragon Nikana(/Lotus/StoreItems/Weapons/Tenno/Melee/Swords/KatanaAndWakizashi/LowKatana),Argon Crystal(/Lotus/Types/Items/MiscItems/ArgonCrystal),1,Oxium(/Lotus/Types/Items/MiscItems/OxiumAlloy),75,Nikana(/Lotus/Weapons/Tenno/Melee/Swords/KatanaAndWakizashi/Katana),1,,,43200,30000,35
Angstrum(/Lotus/StoreItems/Weapons/Corpus/Pistols/CrpHandRL/CorpusHandRocketLauncher),Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),600,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),400,Reperti(/Lotus/Types/Items/MiscItems/Salvage),900,Argon Crystal(/Lotus/Types/Items/MiscItems/ArgonCrystal),2,86400,25000,
Detron(/Lotus/StoreItems/Weapons/Corpus/Pistols/CorpusHandShotgun/CorpusHandCannon),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),5,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),700,Reperti(/Lotus/Types/Items/MiscItems/Salvage),600,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),500,86400,,
Cestra(/Lotus/StoreItems/Weapons/Corpus/Pistols/CorpusMinigun/CorpusMinigun),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),2,Gallium(/Lotus/Types/Items/MiscItems/Gallium),4,Nano Spore(/Lotus/Types/Items/MiscItems/Nanospores),3000,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),1200,86400,20000,
Tetra(/Lotus/StoreItems/Weapons/Corpus/LongGuns/CorpusUMP/CorpusUMP),Modulo Di Controllo(/Lotus/Types/Items/MiscItems/ControlModule),2,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),400,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),900,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),100,86400,30000,40
Lecta(/Lotus/StoreItems/Weapons/Corpus/Melee/Whip/CorpusWhipWeapon),Morphics(/Lotus/Types/Items/MiscItems/Morphic),2,Reperti(/Lotus/Types/Items/MiscItems/Salvage),900,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),1000,Sensori Neurali(/Lotus/Types/Items/MiscItems/NeuralSensor),3,43200,30000,35
Nami Skyla(/Lotus/StoreItems/Weapons/Tenno/Melee/Swords/CutlassAndPoignard/CutlassPoignardSwords),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),2,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),800,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),200,Gallium(/Lotus/Types/Items/MiscItems/Gallium),10,43200,20000,35
Dark Dagger(/Lotus/StoreItems/Weapons/Tenno/Melee/Dagger/DarkDagger),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),2,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),500,Plastidi(/Lotus/Types/Items/MiscItems/Plastids),500,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),300,43200,,
Detron(/Lotus/StoreItems/Weapons/Corpus/Pistols/CorpusHandShotgun/CorpusHandCannon),WeaponParts/DetronBarrel,1,WeaponParts/DetronReceiver,1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),10,,,43200,,50
Sobek(/Lotus/StoreItems/Weapons/Tenno/Shotgun/DoubleBarrelShotgun),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),5,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),500,Reperti(/Lotus/Types/Items/MiscItems/Salvage),900,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),400,86400,25000,
Dual Zoren(/Lotus/StoreItems/Weapons/Tenno/Melee/Axe/DualAxeWeapon),Morphics(/Lotus/Types/Items/MiscItems/Morphic),4,Reperti(/Lotus/Types/Items/MiscItems/Salvage),900,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),1100,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),800,43200,15000,35
Dual Broncos(/Lotus/StoreItems/Weapons/Tenno/Akimbo/AkimboShotGun),Bronco(/Lotus/Weapons/Tenno/Pistol/HandShotGun),1,Bronco(/Lotus/Weapons/Tenno/Pistol/HandShotGun),1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),1,,,43200,20000,
Dual Cleavers(/Lotus/StoreItems/Weapons/Grineer/Melee/GrineerMachetteAndCleaver/DualCleaverWeapon),Gallium(/Lotus/Types/Items/MiscItems/Gallium),5,Reperti(/Lotus/Types/Items/MiscItems/Salvage),1000,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),800,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),1200,43200,25000,40
Dual Cestra(/Lotus/StoreItems/Weapons/Corpus/Pistols/CorpusMinigun/DualCorpusMinigun),Cestra(/Lotus/Weapons/Corpus/Pistols/CorpusMinigun/CorpusMinigun),1,Cestra(/Lotus/Weapons/Corpus/Pistols/CorpusMinigun/CorpusMinigun),1,Fieldron(/Lotus/Types/Items/Research/EnergyComponent),2,Forma(/Lotus/Types/Items/MiscItems/Forma),1,86400,25000,
Fang(/Lotus/StoreItems/Weapons/Tenno/Melee/DualDagger/DualDagger),Morphics(/Lotus/Types/Items/MiscItems/Morphic),1,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),600,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),600,Nano Spore(/Lotus/Types/Items/MiscItems/Nanospores),900,43200,20000,35
Ether Daggers(/Lotus/StoreItems/Weapons/Tenno/Melee/DualDagger/DualEtherDagger),Morphics(/Lotus/Types/Items/MiscItems/Morphic),5,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),600,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),600,Nano Spore(/Lotus/Types/Items/MiscItems/Nanospores),1200,43200,20000,35
Dual Ether(/Lotus/StoreItems/Weapons/Tenno/Melee/DualShortSword/DualEtherSword),Morphics(/Lotus/Types/Items/MiscItems/Morphic),3,Reperti(/Lotus/Types/Items/MiscItems/Salvage),900,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),850,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),800,43200,20000,35
Doppie Heat Swords(/Lotus/StoreItems/Weapons/Tenno/Melee/DualShortSword/DualHeatSwords),Morphics(/Lotus/Types/Items/MiscItems/Morphic),2,Reperti(/Lotus/Types/Items/MiscItems/Salvage),900,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),1000,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),700,43200,15000,35
Dual Kamas(/Lotus/StoreItems/Weapons/Tenno/Melee/DualKamas/DualKamas),Kama(/Lotus/Weapons/Tenno/Melee/DualKamas/SingleKama),1,Kama(/Lotus/Weapons/Tenno/Melee/DualKamas/SingleKama),1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),1,,,43200,40000,
Akmagnus(/Lotus/StoreItems/Weapons/Tenno/Akimbo/DualMagnus),Magnus(/Lotus/Weapons/Tenno/Pistols/Magnum/Magnum),1,Magnus(/Lotus/Weapons/Tenno/Pistols/Magnum/Magnum),1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),2,,,43200,50000,
Doppia Skana(/Lotus/StoreItems/Weapons/Tenno/Melee/DualShortSword/DualShortSword),Morphics(/Lotus/Types/Items/MiscItems/Morphic),2,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),300,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),850,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),300,43200,25000,35
Akvasto(/Lotus/StoreItems/Weapons/Tenno/Akimbo/DualVastos),Vasto(/Lotus/Weapons/Tenno/Pistol/RevolverPistol),1,Vasto(/Lotus/Weapons/Tenno/Pistol/RevolverPistol),1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),2,,,43200,50000,
Ether Reaper(/Lotus/StoreItems/Weapons/Tenno/Melee/Scythe/EtherScytheWeapon),Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),1000,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),1000,Morphics(/Lotus/Types/Items/MiscItems/Morphic),10,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),1000,43200,50000,50
Ether Sword(/Lotus/StoreItems/Weapons/Tenno/Melee/LongSword/EtherSword),Morphics(/Lotus/Types/Items/MiscItems/Morphic),4,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),700,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),900,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),700,43200,20000,35
Fang Prime(/Lotus/StoreItems/Weapons/Tenno/Melee/DualDagger/FangPrimeDagger),WeaponParts/PrimeFangHandle,2,WeaponParts/PrimeFangBlade,2,,,,,43200,,50
Furax(/Lotus/StoreItems/Weapons/Tenno/Melee/Fist/Fist),Nano Spore(/Lotus/Types/Items/MiscItems/Nanospores),1000,Reperti(/Lotus/Types/Items/MiscItems/Salvage),900,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),600,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),500,43200,15000,35
Furis(/Lotus/StoreItems/Weapons/Tenno/Pistol/AutoPistol),Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),750,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),300,Reperti(/Lotus/Types/Items/MiscItems/Salvage),400,Neurodes(/Lotus/Types/Items/MiscItems/Neurode),4,43200,15000,
Ankyros(/Lotus/StoreItems/Weapons/Tenno/Melee/Gauntlet/Gauntlet),Nano Spore(/Lotus/Types/Items/MiscItems/Nanospores),900,Reperti(/Lotus/Types/Items/MiscItems/Salvage),900,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),600,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),450,43200,15000,35
Glaive(/Lotus/StoreItems/Weapons/Tenno/Melee/Glaives/LightGlaive/LightGlaiveWeapon),Morphics(/Lotus/Types/Items/MiscItems/Morphic),10,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),5000,Nano Spore(/Lotus/Types/Items/MiscItems/Nanospores),6000,Reperti(/Lotus/Types/Items/MiscItems/Salvage),4500,43200,,50
Glaive Prime(/Lotus/StoreItems/Weapons/Tenno/Melee/Glaives/PrimeGlaive/PrimeGlaiveWeapon),WeaponParts/GlaivePrimeBlade,2,WeaponParts/GlaivePrimeDisc,1,Cella Orokin(/Lotus/Types/Items/MiscItems/OrokinCell),10,,,43200,,50
Gorgon(/Lotus/StoreItems/Weapons/Tenno/Rifle/HeavyRifle),Morphics(/Lotus/Types/Items/MiscItems/Morphic),5,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),5000,Reperti(/Lotus/Types/Items/MiscItems/Salvage),6000,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),1000,43200,25000,50
Gram(/Lotus/StoreItems/Weapons/Tenno/Melee/GreatSword/GreatSword),Gallium(/Lotus/Types/Items/MiscItems/Gallium),3,Reperti(/Lotus/Types/Items/MiscItems/Salvage),750,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),300,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),80,43200,15000,30
Twin Gremlins(/Lotus/StoreItems/Weapons/Grineer/GrineerPistol/GrineerAkimboPistol),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),5,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),900,Reperti(/Lotus/Types/Items/MiscItems/Salvage),1500,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),1200,86400,,45
Penta(/Lotus/StoreItems/Weapons/Corpus/LongGuns/GrenadeLauncher/GrenadeLauncher),Modulo Di Controllo(/Lotus/Types/Items/MiscItems/ControlModule),3,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),1000,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),1200,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),400,86400,30000,40
Drakgoon(/Lotus/StoreItems/Weapons/Grineer/LongGuns/GrineerFlakCannon/FlakCannon),Morphics(/Lotus/Types/Items/MiscItems/Morphic),5,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),950,Nano Spore(/Lotus/Types/Items/MiscItems/Nanospores),5500,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),1100,86400,30000,40
Stug(/Lotus/StoreItems/Weapons/Grineer/Pistols/GrineerCrossbow/GrineerGooGun),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),3,Gallium(/Lotus/Types/Items/MiscItems/Gallium),4,Reperti(/Lotus/Types/Items/MiscItems/Salvage),3000,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),1200,86400,20000,
Brakk(/Lotus/StoreItems/Weapons/Grineer/Pistols/GrineerHandShotgun/GrineerHandCannon),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),5,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),500,Reperti(/Lotus/Types/Items/MiscItems/Salvage),700,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),600,86400,,
Jat Kittag(/Lotus/StoreItems/Weapons/Grineer/Melee/GrineerJetPoweredPolearm/GrineerJetPolearm),Iniettore Di Detonite(/Lotus/Types/Items/Research/ChemComponent),5,Reperti(/Lotus/Types/Items/MiscItems/Salvage),5000,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),600,Forma(/Lotus/Types/Items/MiscItems/Forma),1,86400,30000,30
Viper(/Lotus/StoreItems/Weapons/Grineer/GrineerPistol/GrineerLightPistol),Morphics(/Lotus/Types/Items/MiscItems/Morphic),1,Reperti(/Lotus/Types/Items/MiscItems/Salvage),300,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),600,Nano Spore(/Lotus/Types/Items/MiscItems/Nanospores),900,43200,20000,35
Karak(/Lotus/StoreItems/Weapons/Grineer/LongGuns/GrineerM16Homage/GrineerM16Rifle),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),2,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),400,Reperti(/Lotus/Types/Items/MiscItems/Salvage),900,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),100,86400,30000,40
Grakata(/Lotus/StoreItems/Weapons/Grineer/LongGuns/GrineerAssaultRifle/GrnAssaultRifle),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),2,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),400,Reperti(/Lotus/Types/Items/MiscItems/Salvage),900,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),100,86400,15000,40
Hind(/Lotus/StoreItems/Weapons/Grineer/LongGuns/BurstRifle/GrnBurstRifle),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),6,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),700,Reperti(/Lotus/Types/Items/MiscItems/Salvage),1000,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),1200,86400,40000,
Kraken(/Lotus/StoreItems/Weapons/Grineer/GrineerPistol/GrnHeavyPistol),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),2,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),200,Reperti(/Lotus/Types/Items/MiscItems/Salvage),750,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),120,86400,20000,45
Vulkar(/Lotus/StoreItems/Weapons/Grineer/LongGuns/GrineerSniperRifle/GrnSniperRifle),Morphics(/Lotus/Types/Items/MiscItems/Morphic),5,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),800,Reperti(/Lotus/Types/Items/MiscItems/Salvage),1200,Plastidi(/Lotus/Types/Items/MiscItems/Plastids),800,43200,20000,35
Amphis(/Lotus/StoreItems/Weapons/Tenno/Melee/Staff/GrnStaff),Neurodes(/Lotus/Types/Items/MiscItems/Neurode),2,Reperti(/Lotus/Types/Items/MiscItems/Salvage),500,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),600,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),600,43200,15000,45
Fragor(/Lotus/StoreItems/Weapons/Tenno/Melee/Hammer/HammerWeapon),Gallium(/Lotus/Types/Items/MiscItems/Gallium),3,Reperti(/Lotus/Types/Items/MiscItems/Salvage),750,Rubedo(/Lotus/Types/Items/MiscItems/Rubedo),300,Piastra In Lega(/Lotus/Types/Items/MiscItems/AlloyPlate),80,43200,15000,
Heat Dagger(/Lotus/StoreItems/Weapons/Tenno/Melee/Dagger/Dagger),Sensori Neurali(/Lotus/Types/Items/MiscItems/NeuralSensor),1,Ferrite(/Lotus/Types/Items/MiscItems/Ferrite),500,Circuiti(/Lotus/Types/Items/MiscItems/Circuits),150,Kit Polimero(/Lotus/Types/Items/MiscItems/PolymerBundle),75,43200,,
