Result Item,Mat1,Mat1 Count,Mat2,Mat2 Count,Mat3,Mat3 Count,Mat4,Mat4 Count,Build Time,Price,Skip Build Price
/Lotus/Language/Items/Archrailgunname (Research) (/Lotus/StoreItems/Weapons/Tenno/Archwing/Primary/Railgun/ArchRailgun),Модуль Керування (/Lotus/Types/Items/MiscItems/ControlModule),100,Сировина (/Lotus/Types/Items/MiscItems/Salvage),50000,Пластина Сплаву (/Lotus/Types/Items/MiscItems/AlloyPlate),5000,Набір Полімерів (/Lotus/Types/Items/MiscItems/PolymerBundle),25000,259200,500000,750
/Lotus/Language/Items/Archrocketcrossbowname (/Lotus/StoreItems/Weapons/Tenno/Archwing/Primary/RocketArtillery/ArchRocketCrossbow),WeaponParts/ArchRocketCrossbowBarrel,1,WeaponParts/ArchRocketCrossbowReceiver,1,WeaponParts/ArchRocketCrossbowStock,1,/Lotus/Language/Items/Argoncrystal (/Lotus/Types/Items/MiscItems/ArgonCrystal),2,43200,35000,50
/Lotus/Language/Items/Archrocketcrossbowname (Research) (/Lotus/StoreItems/Weapons/Tenno/Archwing/Primary/RocketArtillery/ArchRocketCrossbow),/Lotus/Language/Items/Oxiumname (/Lotus/Types/Items/MiscItems/OxiumAlloy),5000,Галій (/Lotus/Types/Items/MiscItems/Gallium),400,Сировина (/Lotus/Types/Items/MiscItems/Salvage),50000,Наноспори (/Lotus/Types/Items/MiscItems/Nanospores),35000,259200,1000000,750
/Lotus/Language/Items/Archswordshieldname (/Lotus/StoreItems/Weapons/Tenno/Archwing/Melee/Archswordandshield/ArchSwordShield),WeaponParts/ArchSwordShieldBlade,1,WeaponParts/ArchSwordShieldAegis,1,/Lotus/Language/Items/Argoncrystal (/Lotus/Types/Items/MiscItems/ArgonCrystal),2,,,43200,35000,50
/Lotus/Language/Items/Aristeasmagicianhelmetname (/Lotus/StoreItems/Upgrades/Skins/Magician/MagicianAristeasHelmet),Набір Полімерів (/Lotus/Types/Items/MiscItems/PolymerBundle),600,Пластиди (/Lotus/Types/Items/MiscItems/Plastids),450,Клітина Орокін (/Lotus/Types/Items/MiscItems/OrokinCell),1,Нейронні Датчики (/Lotus/Types/Items/MiscItems/NeuralSensor),2,43200,,25
/Lotus/Language/Items/Asymmetricbowname (/Lotus/StoreItems/Weapons/Tenno/Bows/AsymetricalBow/AsymetricalBow),Нейроди (/Lotus/Types/Items/MiscItems/Neurode),2,Сировина (/Lotus/Types/Items/MiscItems/Salvage),1200,Рубедо (/Lotus/Types/Items/MiscItems/Rubedo),300,Форма (/Lotus/Types/Items/MiscItems/Forma),1,43200,20000,35
/Lotus/Language/Items/Asymmetricbowname (Research) (/Lotus/StoreItems/Weapons/Tenno/Bows/AsymetricalBow/AsymetricalBow),Нейроди (/Lotus/Types/Items/MiscItems/Neurode),100,Сировина (/Lotus/Types/Items/MiscItems/Salvage),50000,Рубедо (/Lotus/Types/Items/MiscItems/Rubedo),5000,Набір Полімерів (/Lotus/Types/Items/MiscItems/PolymerBundle),30000,259200,500000,750
/Lotus/Language/Items/Autocrossbowname (/Lotus/StoreItems/Weapons/Tenno/Pistols/AutomaticHandCrossbow/AutoCrossBow),Нейроди (/Lotus/Types/Items/MiscItems/Neurode),3,Галій (/Lotus/Types/Items/MiscItems/Gallium),4,Наноспори (/Lotus/Types/Items/MiscItems/Nanospores),3000,Рубедо (/Lotus/Types/Items/MiscItems/Rubedo),1200,86400,40000,25
/Lotus/Language/Items/Basicresourcedrone (/Lotus/StoreItems/Types/Ship/BasicResourceDrone),Набір Полімерів (/Lotus/Types/Items/MiscItems/PolymerBundle),500,Феріт (/Lotus/Types/Items/MiscItems/Ferrite),300,,,,,21600,50000,5
/Lotus/Language/Items/Basicsolarrailname (/Lotus/StoreItems/Types/Game/SolarRails/BasicSolarRail),Галій (/Lotus/Types/Items/MiscItems/Gallium),25,Рубедо (/Lotus/Types/Items/MiscItems/Rubedo),15000,Пластиди (/Lotus/Types/Items/MiscItems/Plastids),15000,Модуль Керування (/Lotus/Types/Items/MiscItems/ControlModule),25,86400,30000,0
/Lotus/Language/Items/Basicsolarrailname (Research) (/Lotus/StoreItems/Types/Game/SolarRails/BasicSolarRail),Пластина Сплаву (/Lotus/Types/Items/MiscItems/AlloyPlate),50000,Схеми (/Lotus/Types/Items/MiscItems/Circuits),60000,Феріт (/Lotus/Types/Items/MiscItems/Ferrite),75000,Форма (/Lotus/Types/Items/MiscItems/Forma),50,86400,1000000,0
/Lotus/Language/Items/Basicucresourcedrone (/Lotus/StoreItems/Types/Ship/BasicUcResourceDrone),Набір Полімерів (/Lotus/Types/Items/MiscItems/PolymerBundle),1000,/Lotus/Language/Items/Oxiumname (/Lotus/Types/Items/MiscItems/OxiumAlloy),150,,,,,21600,50000,5
/Lotus/Language/Items/Berserkername (/Lotus/StoreItems/Powersuits/Berserker/Berserker),BerserkerHelmetComponent,1,BerserkerChassisComponent,1,BerserkerSystemsComponent,1,Клітина Орокін (/Lotus/Types/Items/MiscItems/OrokinCell),1,259200,35000,50
/Lotus/Language/Items/Blanktraitprintname (/Lotus/StoreItems/Types/Game/KubrowPet/BlankTraitPrint),Наноспори (/Lotus/Types/Items/MiscItems/Nanospores),700,Схеми (/Lotus/Types/Items/MiscItems/Circuits),300,Модуль Керування (/Lotus/Types/Items/MiscItems/ControlModule),1,,,21600,50000,5
/Lotus/Language/Items/Blueantitoxinname (/Lotus/StoreItems/Types/Restoratives/Consumable/Toxins/RareAntitoxin),/Lotus/Language/Items/Dayraresample (/Lotus/Types/Items/Plants/MiscItems/RareDayPlantItem),1,/Lotus/Language/Items/Nightraresample (/Lotus/Types/Items/Plants/MiscItems/RareNightPlantItem),1,/Lotus/Language/Items/Dayuncommonsample (/Lotus/Types/Items/Plants/MiscItems/UnCommonDayPlantItem),1,/Lotus/Language/Items/Nightuncommonsample (/Lotus/Types/Items/Plants/MiscItems/UnCommonNightPlantItem),1,60,1500,1
/Lotus/Language/Items/Boarprimename (/Lotus/StoreItems/Weapons/Tenno/Shotgun/PrimeBoar),WeaponParts/BoarPrimeBarrel,1,WeaponParts/BoarPrimeReceiver,1,WeaponParts/BoarPrimeStock,1,Клітина Орокін (/Lotus/Types/Items/MiscItems/OrokinCell),10,43200,,50
/Lotus/Language/Items/Boltonfaname (/Lotus/StoreItems/Weapons/Tenno/Melee/Tonfa/Boltonfa/Boltonfa),Болтор (/Lotus/Weapons/Tenno/Rifle/BoltoRifle),1,/Lotus/Language/Items/Tnotonfaname (/Lotus/Weapons/Tenno/Melee/Tonfa/TonfaContestWinner/TennoTonfa),1,Галій (/Lotus/Types/Items/MiscItems/Gallium),2,,,43200,20000,35
/Lotus/Language/Items/Boltorprimename (/Lotus/StoreItems/Weapons/Tenno/LongGuns/PrimeBoltor/PrimeBoltor),WeaponParts/BoltorPrimeBarrel,1,WeaponParts/BoltorPrimeReceiver,1,WeaponParts/BoltorPrimeStock,1,Клітина Орокін (/Lotus/Types/Items/MiscItems/OrokinCell),10,43200,,50
/Lotus/Language/Items/Boprimename (/Lotus/StoreItems/Weapons/Tenno/Melee/Staff/PrimeBo/PrimeBoWeapon),WeaponParts/PrimeBoOrnament,2,WeaponParts/PrimeBoHandle,1,Клітина Орокін (/Lotus/Types/Items/MiscItems/OrokinCell),10,,,43200,,50
/Lotus/Language/Items/Brandremovalitemname (/Lotus/StoreItems/Types/Recipes/Components/BrandRemovalFakeItem),Морфіди (/Lotus/Types/Items/MiscItems/Morphic),1,Нейроди (/Lotus/Types/Items/MiscItems/Neurode),1,Нейронні Датчики (/Lotus/Types/Items/MiscItems/NeuralSensor),1,/Lotus/Language/Items/Oxiumname (/Lotus/Types/Items/MiscItems/OxiumAlloy),20,60,50000,25
/Lotus/Language/Items/Bronzespectre (/Lotus/StoreItems/Types/Restoratives/Consumable/BronzeSpectre),Наноспори (/Lotus/Types/Items/MiscItems/Nanospores),5000,Сировина (/Lotus/Types/Items/MiscItems/Salvage),5000,Феріт (/Lotus/Types/Items/MiscItems/Ferrite),5000,,,28800,,20
/Lotus/Language/Items/Carriersentinelname (/Lotus/StoreItems/Types/Sentinels/SentinelPowersuits/CarrierPowerSuit),Пластина Сплаву (/Lotus/Types/Items/MiscItems/AlloyPlate),1000,Схеми (/Lotus/Types/Items/MiscItems/Circuits),400,Наноспори (/Lotus/Types/Items/MiscItems/Nanospores),1500,Модуль Керування (/Lotus/Types/Items/MiscItems/ControlModule),3,86400,100000,30
/Lotus/Language/Items/Chainlightningriflename (/Lotus/StoreItems/Weapons/Corpus/LongGuns/ChainLightningGun/ChainLightningRifle),Філдрон (/Lotus/Types/Items/Research/EnergyComponent),8,Пластиди (/Lotus/Types/Items/MiscItems/Plastids),600,Феріт (/Lotus/Types/Items/MiscItems/Ferrite),9000,/Lotus/Language/Items/Argoncrystal (/Lotus/Types/Items/MiscItems/ArgonCrystal),3,86400,,35
/Lotus/Language/Items/Chainlightningriflename (Research) (/Lotus/StoreItems/Weapons/Corpus/LongGuns/ChainLightningGun/ChainLightningRifle),Зразок Філдрону (/Lotus/Types/Items/Research/EnergyFragment),1500,Пластиди (/Lotus/Types/Items/MiscItems/Plastids),35000,Наноспори (/Lotus/Types/Items/MiscItems/Nanospores),75000,Набір Полімерів (/Lotus/Types/Items/MiscItems/PolymerBundle),35000,259200,750000,750
/Lotus/Language/Items/Chaintridentmeleedanglename (/Lotus/StoreItems/Upgrades/Skins/MeleeDangles/ChainTridentMeleeDangle),Сировина (/Lotus/Types/Items/MiscItems/Salvage),500,Пластина Сплаву (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Клітина Орокін (/Lotus/Types/Items/MiscItems/OrokinCell),1,Нейроди (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Chargerball (/Lotus/StoreItems/Types/Restoratives/Consumable/ChargerBall),Наноспори (/Lotus/Types/Items/MiscItems/Nanospores),2500,Сировина (/Lotus/Types/Items/MiscItems/Salvage),2500,Феріт (/Lotus/Types/Items/MiscItems/Ferrite),2500,,,28800,,10
/Lotus/Language/Items/Chromaaltbhelmetname (/Lotus/StoreItems/Upgrades/Skins/Dragon/ChromaAltBHelmet),Пластина Сплаву (/Lotus/Types/Items/MiscItems/AlloyPlate),600,/Lotus/Language/Items/Oxiumname (/Lotus/Types/Items/MiscItems/OxiumAlloy),300,Галій (/Lotus/Types/Items/MiscItems/Gallium),1,/Lotus/Language/Items/Tellurium (/Lotus/Types/Items/MiscItems/Tellurium),2,43200,,25
/Lotus/Language/Items/Chromaalthelmetname (/Lotus/StoreItems/Upgrades/Skins/Dragon/DragonAltHelmet),Пластина Сплаву (/Lotus/Types/Items/MiscItems/AlloyPlate),600,/Lotus/Language/Items/Oxiumname (/Lotus/Types/Items/MiscItems/OxiumAlloy),300,Нейроди (/Lotus/Types/Items/MiscItems/Neurode),1,/Lotus/Language/Items/Tellurium (/Lotus/Types/Items/MiscItems/Tellurium),2,43200,,25
/Lotus/Language/Items/Chromaname (/Lotus/StoreItems/Powersuits/Dragon/Dragon),ChromaHelmetComponent,1,ChromaChassisComponent,1,ChromaSystemsComponent,1,VOLTHelmetComponent,1,259200,35000,50
/Lotus/Language/Items/Clanteamammoname (/Lotus/StoreItems/Types/Restoratives/ClanTeamAmmoTotem),Феріт (/Lotus/Types/Items/MiscItems/Ferrite),600,Сировина (/Lotus/Types/Items/MiscItems/Salvage),600,,,,,60,,1
