Mob Name,Mods,,,,,,,,,,,,,,,,,
/Lotus/Language/Game/Corpusjetspacemanthreename (SpaceBattles/CrewMan/JetpackMarineThree),/Lotus/Language/Items/Archwingmeleecritchancemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeCritChanceMod),/Lotus/Language/Items/Archwingmeleedamagemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeDamageMod),/Lotus/Language/Items/Archwingriflecritchancemod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleCritChanceMod),/Lotus/Language/Items/Archwingriflecritdamagemod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleCritDamageMod),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,,
/Lotus/Language/Game/Corpusjetspacemantwoname (SpaceBattles/CrewMan/JetpackMarineTwo),/Lotus/Language/Items/Archwingmeleecritchancemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeCritChanceMod),/Lotus/Language/Items/Archwingmeleedamagemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeDamageMod),/Lotus/Language/Items/Archwingriflecritchancemod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleCritChanceMod),/Lotus/Language/Items/Archwingriflecritdamagemod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleCritDamageMod),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,,
/Lotus/Language/Game/Corpuslasershipname (SpaceBattles/Ships/LaserShip),/Lotus/Language/Items/Archwingmeleecritchancemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeCritChanceMod),/Lotus/Language/Items/Archwingmeleedamagemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeDamageMod),/Lotus/Language/Items/Archwingriflecritchancemod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleCritChanceMod),/Lotus/Language/Items/Archwingriflecritdamagemod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleCritDamageMod),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,,
/Lotus/Language/Game/Corpusminijackal (QuadRobot/MiniBoss/QuadRobotMiniBoss),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Despedaçador De Órgãos (/Lotus/Upgrades/Mods/Melee/WeaponCritDamageMod),Portador Do Trovão (/Lotus/Upgrades/Mods/Rifle/WeaponElectricityDamageMod),,,,,,,,,,,,,,
/Lotus/Language/Game/Corpuspodname (SpaceBattles/Ships/CrpPod),/Lotus/Language/Items/Archwingmeleefireratemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeFireRateMod),/Lotus/Language/Items/Archwingsuithealthmaxmod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitHealthMaxMod),/Lotus/Language/Items/Archwingsuitshieldrechargeratemod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitShieldRechargeRateMod),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,,,
/Lotus/Language/Game/Corpusswarmdronename (SpaceBattles/Drones/SwarmDrone),/Lotus/Language/Items/Archwingmeleestatuschancemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeStatusChanceMod),/Lotus/Language/Items/Archwingrifledamageamountmod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleDamageAmountMod),/Lotus/Language/Items/Archwingsuitsprintspeedmod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitSprintSpeedMod),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,,,
/Lotus/Language/Game/Corpusswarmshipname (SpaceBattles/Ships/SwarmShip),/Lotus/Language/Items/Archwingmeleefireratemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeFireRateMod),/Lotus/Language/Items/Archwingriflefireratemod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleFireRateMod),/Lotus/Language/Items/Archwingweapontoxicdamagerifle (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingWeaponToxinDamageMod),/Lotus/Language/Items/Archwingsuitarmourmod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitArmourMod),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,,
/Lotus/Language/Game/Corruptedancient (OrokinHealingAncient),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),/Lotus/Language/Items/Meleemodcritfireratebonus (/Lotus/Upgrades/Mods/Melee/WeaponCritFireRateBonusMod),/Lotus/Language/Items/Warframemodparryreflect (/Lotus/Upgrades/Mods/Warframe/AvatarParryReflectMod),/Lotus/Language/Items/Warframemodpowertohealthondeath (/Lotus/Upgrades/Mods/Warframe/AvatarPowerToHealthOnDeathMod),/Lotus/Language/Items/Warframemodslideboost (/Lotus/Upgrades/Mods/Warframe/AvatarSlideBoostMod),/Lotus/Language/Items/Staffstancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/StaffCmbOneMeleeTree),,,,,,,,,,,
/Lotus/Language/Game/Corruptedcrewman (RifleSpaceman),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Glaive Reflection (/Lotus/Upgrades/Mods/Melee/WeaponGlaiveReflectionDecreaseMod),/Lotus/Language/Items/Pistolmodnoisereduction (/Lotus/Upgrades/Mods/Pistol/WeaponNoiseReductionMod),/Lotus/Language/Items/Pistolmodrecoilreduction (/Lotus/Upgrades/Mods/Pistol/WeaponRecoilReductionMod),/Lotus/Language/Items/Sentinelmodoverheatdamage (/Lotus/Upgrades/Mods/Sentinel/SentinelOverheatDamageMod),/Lotus/Language/Items/Whipstanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/WhipCmbTwoMeleeTree),,,,,,,,,,,,
/Lotus/Language/Game/Corruptedheavygunner (OrokinHeavyFemale),Rare Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Furacão (/Lotus/Upgrades/Mods/Melee/WeaponGlaiveSpeedMod),/Lotus/Language/Items/Sentinelmoddropchance (/Lotus/Upgrades/Mods/Sentinel/SentinelDropChanceMod),/Lotus/Language/Items/Warframemodtimelimitincrease (/Lotus/Upgrades/Mods/Warframe/AvatarTimeLimitIncreaseMod),/Lotus/Language/Items/Staffstanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/StaffCmbTwoMeleeTree),,,,,,,,,,,,
/Lotus/Language/Game/Corruptedlancer (RifleLancer),/Lotus/Language/Items/Itemvacuumstoreitemname (/Lotus/Types/Sentinels/SentinelPrecepts/ItemVacum),/Lotus/Language/Items/Djinnprimarypreceptname (/Lotus/Types/Sentinels/SentinelPrecepts/Thumper),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Arremesso Poderoso Glaive (/Lotus/Upgrades/Mods/Melee/WeaponGlaivePowerthrowMod),/Lotus/Language/Items/Meleemodfinisherdamage (/Lotus/Upgrades/Mods/Melee/WeaponMeleeFinisherDamageMod),/Lotus/Language/Items/Poisondamageriflemod (/Lotus/Upgrades/Mods/Rifle/WeaponToxinDamageMod),/Lotus/Language/Items/Whipstancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/WhipCmbOneMeleeTree),,,,,,,,,,,
/Lotus/Language/Game/Corruptedmoa (OrokinMoaBiped),/Lotus/Language/Items/Baitstoreitemname (/Lotus/Types/Sentinels/SentinelPrecepts/Bait),/Lotus/Language/Items/Carrierprimarypreceptname (/Lotus/Types/Sentinels/SentinelPrecepts/BoomStick),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),/Lotus/Language/Items/Meleemodstaminabonus (/Lotus/Upgrades/Mods/Melee/WeaponStaminaBonusMod),/Lotus/Language/Items/Warframemodautoparry (/Lotus/Upgrades/Mods/Warframe/AvatarAutoParryMod),/Lotus/Language/Items/Polearmstanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/PolearmCmbTwoMeleeTree),/Lotus/Language/Items/Tonfastancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/TonfaCmbOneMeleeTree),,,,,,,,,,,
/Lotus/Language/Game/Crpexcavationcarrier (Spaceman/AIWeek/CarrierSpaceman),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Fúria (/Lotus/Upgrades/Mods/Melee/WeaponFireRateMod),Alcance (/Lotus/Upgrades/Mods/Melee/WeaponMeleeRangeIncMod),Sem Retorno (/Lotus/Upgrades/Mods/Pistol/WeaponArmorPiercingDamageMod),Tambor De Munição (/Lotus/Upgrades/Mods/Rifle/WeaponAmmoMaxMod),/Lotus/Language/Items/Scythestancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/ScytheCmbOneMeleeTree),,,,,,,,,,,
/Lotus/Language/Game/Deathsquadaname (DeathSquad/DeathSquadA),Rare Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Difusor De Cano (/Lotus/Upgrades/Mods/Pistol/WeaponFireIterationsMod),Câmara De Separação (/Lotus/Upgrades/Mods/Rifle/WeaponFireIterationsMod),Câmara Do Inferno (/Lotus/Upgrades/Mods/Shotgun/WeaponFireIterationsMod),/Lotus/Language/Items/Warframemodcastingspeed (/Lotus/Upgrades/Mods/Warframe/AvatarCastingSpeedMod),,,,,,,,,,,,,
/Lotus/Language/Game/Deathsquadbname (DeathSquad/DeathSquadB),Rare Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Difusor De Cano (/Lotus/Upgrades/Mods/Pistol/WeaponFireIterationsMod),Câmara De Separação (/Lotus/Upgrades/Mods/Rifle/WeaponFireIterationsMod),Câmara Do Inferno (/Lotus/Upgrades/Mods/Shotgun/WeaponFireIterationsMod),/Lotus/Language/Items/Warframemodcastingspeed (/Lotus/Upgrades/Mods/Warframe/AvatarCastingSpeedMod),,,,,,,,,,,,,
/Lotus/Language/Game/Deathsquadcname (DeathSquad/DeathSquadC),Rare Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Difusor De Cano (/Lotus/Upgrades/Mods/Pistol/WeaponFireIterationsMod),Câmara De Separação (/Lotus/Upgrades/Mods/Rifle/WeaponFireIterationsMod),Câmara Do Inferno (/Lotus/Upgrades/Mods/Shotgun/WeaponFireIterationsMod),/Lotus/Language/Items/Warframemodcastingspeed (/Lotus/Upgrades/Mods/Warframe/AvatarCastingSpeedMod),,,,,,,,,,,,,
/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDrone),Dispersão De Multidão (/Lotus/Types/Sentinels/SentinelPrecepts/CrowdDispersion),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Pente Estendido (/Lotus/Upgrades/Mods/Rifle/WeaponClipMaxMod),Câmara De Separação (/Lotus/Upgrades/Mods/Rifle/WeaponFireIterationsMod),Alongamento (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityRangeMod),Pele De Diamante (/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),/Lotus/Language/Items/Glaivestancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/GlaiveCmbOneMeleeTree),,,,,,,,,,
/Lotus/Language/Game/Dispersionriotmoaname (BipedRobot/AIWeek/RiotBipedDispersion),Vingança (/Lotus/Types/Sentinels/SentinelPrecepts/Revenge),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Impacto Flamejante (/Lotus/Upgrades/Mods/Melee/WeaponFireDamageMod),Punição Grineer (/Lotus/Upgrades/Mods/Melee/WeaponMeleeFactionDamageGrineer),Tambor De Munição (/Lotus/Upgrades/Mods/Rifle/WeaponAmmoMaxMod),/Lotus/Language/Items/Axestancec (/Lotus/Weapons/Tenno/Melee/MeleeTrees/AxeCmbThreeMeleeTree),,,,,,,,,,,,
/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpaceman),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Fúria (/Lotus/Upgrades/Mods/Melee/WeaponFireRateMod),/Lotus/Language/Items/Slashdamagemeleemod (/Lotus/Upgrades/Mods/Melee/WeaponSlashDamageMod),Sem Retorno (/Lotus/Upgrades/Mods/Pistol/WeaponArmorPiercingDamageMod),/Lotus/Language/Items/Poisondamageriflemod (/Lotus/Upgrades/Mods/Rifle/WeaponToxinDamageMod),/Lotus/Language/Items/Dualdaggerstanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualDaggerCmbTwoMeleeTree),,,,,,,,,,
/Lotus/Language/Game/Grineerbeastmastername (AIWeek/BeastMaster),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Vento Do Norte (/Lotus/Upgrades/Mods/Melee/WeaponFreezeDamageMod),Reflexo Rápido (/Lotus/Upgrades/Mods/Melee/WeaponMeleeChargeRateMod),Ponto De Pressão (/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Punição Grineer (/Lotus/Upgrades/Mods/Melee/WeaponMeleeFactionDamageGrineer),Tiro No Alvo (/Lotus/Upgrades/Mods/Rifle/WeaponCritChanceMod),Mãos Rápidas (/Lotus/Upgrades/Mods/Rifle/WeaponReloadSpeedMod),Fluxo (/Lotus/Upgrades/Mods/Warframe/AvatarPowerMaxMod),,,,,,,,
/Lotus/Language/Game/Grineerbladesawmandesert (Desert/BladeSawman),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Vento Do Norte (/Lotus/Upgrades/Mods/Melee/WeaponFreezeDamageMod),Reflexo Rápido (/Lotus/Upgrades/Mods/Melee/WeaponMeleeChargeRateMod),/Lotus/Language/Items/Poisondamagemeleemod (/Lotus/Upgrades/Mods/Melee/WeaponToxinDamageMod),/Lotus/Language/Items/Pistolproctimemod (/Lotus/Upgrades/Mods/Pistol/WeaponProcTimeMod),Trovão (/Lotus/Upgrades/Mods/Rifle/WeaponStunChanceMod),Bacamarte (/Lotus/Upgrades/Mods/Shotgun/WeaponCritChanceMod),Fluxo (/Lotus/Upgrades/Mods/Warframe/AvatarPowerMaxMod),/Lotus/Language/Items/Katanastancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/KatanaCmbOneMeleeTree),,,,,,,,,
/Lotus/Language/Game/Grineerbladesawmanforest (Forest/BladeSawman),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Vento Do Norte (/Lotus/Upgrades/Mods/Melee/WeaponFreezeDamageMod),Reflexo Rápido (/Lotus/Upgrades/Mods/Melee/WeaponMeleeChargeRateMod),/Lotus/Language/Items/Poisondamagemeleemod (/Lotus/Upgrades/Mods/Melee/WeaponToxinDamageMod),/Lotus/Language/Items/Pistolproctimemod (/Lotus/Upgrades/Mods/Pistol/WeaponProcTimeMod),Trovão (/Lotus/Upgrades/Mods/Rifle/WeaponStunChanceMod),Bacamarte (/Lotus/Upgrades/Mods/Shotgun/WeaponCritChanceMod),Fluxo (/Lotus/Upgrades/Mods/Warframe/AvatarPowerMaxMod),/Lotus/Language/Items/Katanastancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/KatanaCmbOneMeleeTree),,,,,,,,,
/Lotus/Language/Game/Grineerbombardminigundesert (Desert/HeavyFemaleGrineerDesert),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Pente Reserva (/Lotus/Upgrades/Mods/Pistol/WeaponClipMaxMod),Pente Estendido (/Lotus/Upgrades/Mods/Rifle/WeaponClipMaxMod),Compressão De Cápsula (/Lotus/Upgrades/Mods/Shotgun/WeaponAmmoMaxMod),Bacamarte (/Lotus/Upgrades/Mods/Shotgun/WeaponCritChanceMod),/Lotus/Language/Items/Katanastanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/KatanaCmbTwoMeleeTree),,,,,,,,,,
/Lotus/Language/Game/Grineercombatpodname (SpaceBattles/Pods/CombatPod),/Lotus/Language/Items/Archwingmeleedamagemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeDamageMod),/Lotus/Language/Items/Archwingweapontoxicdamagemelee (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingWeaponToxinDamageMod),/Lotus/Language/Items/Archwingriflefireiterationsmod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleFireIterationsMod),/Lotus/Language/Items/Archwingsuitabilityefficiencymod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitAbilityEfficiencyMod),Common Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,,
/Lotus/Language/Game/Grineereliteriflelancerdesert (Desert/EliteRifleLancer),Vingança (/Lotus/Types/Sentinels/SentinelPrecepts/Revenge),Uncommon Núcleo De Fusão (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Saque Rápido (/Lotus/Upgrades/Mods/Pistol/WeaponReloadSpeedMod),/Lotus/Language/Items/Slashdamagepistolmod (/Lotus/Upgrades/Mods/Pistol/WeaponSlashDamageMod),Trovoada (/Lotus/Upgrades/Mods/Rifle/BowExplosionChanceMod),/Lotus/Language/Items/Warframemodbleedoutmodifier (/Lotus/Upgrades/Mods/Warframe/AvatarBleedoutDelayMod),Redirecionamento (/Lotus/Upgrades/Mods/Warframe/AvatarShieldMaxMod),/Lotus/Language/Items/Dualswordstanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualSwordCmbTwoMeleeTree),,,,,,,,,,
