Result Item,Mat1,Mat1 Count,Mat2,Mat2 Count,Mat3,Mat3 Count,Mat4,Mat4 Count,Build Time,Price,Skip Build Price
/Lotus/Language/Items/Arcanefrostalthelmet2name (/Lotus/StoreItems/Upgrades/Skins/Frost/FrostHelmetAltB),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanejadealthelmet (/Lotus/StoreItems/Upgrades/Skins/Jade/JadeHelmetAlt),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanelokialthelmet (/Lotus/StoreItems/Upgrades/Skins/Loki/LokiHelmetAlt),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanelokialthelmet2name (/Lotus/StoreItems/Upgrades/Skins/Loki/LokiHelmetAltB),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanemagalthelmet (/Lotus/StoreItems/Upgrades/Skins/Mag/MagHelmetAlt),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanemagalthelmet2name (/Lotus/StoreItems/Upgrades/Skins/Mag/MagHelmetAltB),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcaneninjaalthelmet (/Lotus/StoreItems/Upgrades/Skins/Ninja/NinjaHelmetAlt),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanenovaalthelmet2name (/Lotus/StoreItems/Upgrades/Skins/AntiMatter/AntiAltHelmet),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanenyxalthelmet2name (/Lotus/StoreItems/Upgrades/Skins/Jade/JadeHelmetAltB),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanerhinoalthelmet (/Lotus/StoreItems/Upgrades/Skins/Rhino/RhinoHelmetAlt),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanerhinoalthelmet2name (/Lotus/StoreItems/Upgrades/Skins/Rhino/RhinoHelmetAltB),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanesarynalthelmet2name (/Lotus/StoreItems/Upgrades/Skins/Asp/AspAltHelmetB),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanesarynalthelmetname (/Lotus/StoreItems/Upgrades/Skins/Asp/AspAltHelmet),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanetrapperalthelmet (/Lotus/StoreItems/Upgrades/Skins/Trapper/TrapperHelmetAlt),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanetrinityalthelmet (/Lotus/StoreItems/Upgrades/Skins/Trinity/TrinityHelmetAlt),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanetrinityalthelmet2name (/Lotus/StoreItems/Upgrades/Skins/Trinity/TrinityHelmetAltB),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanevaubanalthelmet2name (/Lotus/StoreItems/Upgrades/Skins/Trapper/TrapperHelmetAltB),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanevoltalthelmet (/Lotus/StoreItems/Upgrades/Skins/Volt/VoltHelmetAlt),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Arcanevoltalthelmet2name (/Lotus/StoreItems/Upgrades/Skins/Volt/VoltHelmetAltB),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Archaxename (/Lotus/StoreItems/Weapons/Tenno/Archwing/Melee/Archaxe/ArchAxeWeapon),WeaponParts/ArchAxeBlade,2,WeaponParts/ArchAxeHandle,1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),3,,,43200,35000,50
/Lotus/Language/Items/Archcannonname (/Lotus/StoreItems/Weapons/Tenno/Archwing/Primary/LaunchGrenade/ArchCannon),WeaponParts/ArchCannonBarrel,1,WeaponParts/ArchCannonReceiver,1,WeaponParts/ArchCannonStock,1,/Lotus/Language/Items/Argoncrystal (/Lotus/Types/Items/MiscItems/ArgonCrystal),2,43200,35000,50
/Lotus/Language/Items/Archhammername (/Lotus/StoreItems/Weapons/Tenno/Archwing/Melee/ArchHammer/ArchHammer),WeaponParts/ArchHammerHead,1,WeaponParts/ArchHammerHandle,1,Circuits (/Lotus/Types/Items/MiscItems/Circuits),300,Module De Commande (/Lotus/Types/Items/MiscItems/ControlModule),1,43200,35000,50
/Lotus/Language/Items/Archheavypistolsname (/Lotus/StoreItems/Weapons/Tenno/Archwing/Primary/ArchwingHeavyPistols/ArchHeavyPistols),WeaponParts/ArchHeavyPistolsBarrel,2,WeaponParts/ArchHeavyPistolsReceiver,2,Module De Commande (/Lotus/Types/Items/MiscItems/ControlModule),2,,,43200,35000,50
/Lotus/Language/Items/Archrailgunname (/Lotus/StoreItems/Weapons/Tenno/Archwing/Primary/Railgun/ArchRailgun),WeaponParts/ArchRailgunBarrel,1,WeaponParts/ArchRailgunReceiver,1,WeaponParts/ArchRailgunStock,1,Module De Commande (/Lotus/Types/Items/MiscItems/ControlModule),2,43200,35000,50
/Lotus/Language/Items/Archrailgunname (Research) (/Lotus/StoreItems/Weapons/Tenno/Archwing/Primary/Railgun/ArchRailgun),Module De Commande (/Lotus/Types/Items/MiscItems/ControlModule),100,Récupération (/Lotus/Types/Items/MiscItems/Salvage),50000,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),5000,Pack  Polymère (/Lotus/Types/Items/MiscItems/PolymerBundle),25000,259200,500000,750
/Lotus/Language/Items/Archrocketcrossbowname (/Lotus/StoreItems/Weapons/Tenno/Archwing/Primary/RocketArtillery/ArchRocketCrossbow),WeaponParts/ArchRocketCrossbowBarrel,1,WeaponParts/ArchRocketCrossbowReceiver,1,WeaponParts/ArchRocketCrossbowStock,1,/Lotus/Language/Items/Argoncrystal (/Lotus/Types/Items/MiscItems/ArgonCrystal),2,43200,35000,50
/Lotus/Language/Items/Archrocketcrossbowname (Research) (/Lotus/StoreItems/Weapons/Tenno/Archwing/Primary/RocketArtillery/ArchRocketCrossbow),/Lotus/Language/Items/Oxiumname (/Lotus/Types/Items/MiscItems/OxiumAlloy),5000,Gallium (/Lotus/Types/Items/MiscItems/Gallium),400,Récupération (/Lotus/Types/Items/MiscItems/Salvage),50000,Nano Spores (/Lotus/Types/Items/MiscItems/Nanospores),35000,259200,1000000,750
/Lotus/Language/Items/Archswordshieldname (/Lotus/StoreItems/Weapons/Tenno/Archwing/Melee/Archswordandshield/ArchSwordShield),WeaponParts/ArchSwordShieldBlade,1,WeaponParts/ArchSwordShieldAegis,1,/Lotus/Language/Items/Argoncrystal (/Lotus/Types/Items/MiscItems/ArgonCrystal),2,,,43200,35000,50
/Lotus/Language/Items/Aristeasmagicianhelmetname (/Lotus/StoreItems/Upgrades/Skins/Magician/MagicianAristeasHelmet),Pack  Polymère (/Lotus/Types/Items/MiscItems/PolymerBundle),600,Plastes (/Lotus/Types/Items/MiscItems/Plastids),450,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Capteurs Neuronaux (/Lotus/Types/Items/MiscItems/NeuralSensor),2,43200,,25
/Lotus/Language/Items/Autocrossbowname (/Lotus/StoreItems/Weapons/Tenno/Pistols/AutomaticHandCrossbow/AutoCrossBow),Neurodes (/Lotus/Types/Items/MiscItems/Neurode),3,Gallium (/Lotus/Types/Items/MiscItems/Gallium),4,Nano Spores (/Lotus/Types/Items/MiscItems/Nanospores),3000,Rubedo (/Lotus/Types/Items/MiscItems/Rubedo),1200,86400,40000,25
/Lotus/Language/Items/Basicresourcedrone (/Lotus/StoreItems/Types/Ship/BasicResourceDrone),Pack  Polymère (/Lotus/Types/Items/MiscItems/PolymerBundle),500,Ferrite (/Lotus/Types/Items/MiscItems/Ferrite),300,,,,,21600,50000,5
/Lotus/Language/Items/Basicsolarrailname (/Lotus/StoreItems/Types/Game/SolarRails/BasicSolarRail),Gallium (/Lotus/Types/Items/MiscItems/Gallium),25,Rubedo (/Lotus/Types/Items/MiscItems/Rubedo),15000,Plastes (/Lotus/Types/Items/MiscItems/Plastids),15000,Module De Commande (/Lotus/Types/Items/MiscItems/ControlModule),25,86400,30000,0
/Lotus/Language/Items/Basicsolarrailname (Research) (/Lotus/StoreItems/Types/Game/SolarRails/BasicSolarRail),Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),50000,Circuits (/Lotus/Types/Items/MiscItems/Circuits),60000,Ferrite (/Lotus/Types/Items/MiscItems/Ferrite),75000,Forma (/Lotus/Types/Items/MiscItems/Forma),50,86400,1000000,0
/Lotus/Language/Items/Basicucresourcedrone (/Lotus/StoreItems/Types/Ship/BasicUcResourceDrone),Pack  Polymère (/Lotus/Types/Items/MiscItems/PolymerBundle),1000,/Lotus/Language/Items/Oxiumname (/Lotus/Types/Items/MiscItems/OxiumAlloy),150,,,,,21600,50000,5
/Lotus/Language/Items/Berserkername (/Lotus/StoreItems/Powersuits/Berserker/Berserker),BerserkerHelmetComponent,1,BerserkerChassisComponent,1,BerserkerSystemsComponent,1,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,259200,35000,50
/Lotus/Language/Items/Blanktraitprintname (/Lotus/StoreItems/Types/Game/KubrowPet/BlankTraitPrint),Nano Spores (/Lotus/Types/Items/MiscItems/Nanospores),700,Circuits (/Lotus/Types/Items/MiscItems/Circuits),300,Module De Commande (/Lotus/Types/Items/MiscItems/ControlModule),1,,,21600,50000,5
/Lotus/Language/Items/Blueantitoxinname (/Lotus/StoreItems/Types/Restoratives/Consumable/Toxins/RareAntitoxin),/Lotus/Language/Items/Dayraresample (/Lotus/Types/Items/Plants/MiscItems/RareDayPlantItem),1,/Lotus/Language/Items/Nightraresample (/Lotus/Types/Items/Plants/MiscItems/RareNightPlantItem),1,/Lotus/Language/Items/Dayuncommonsample (/Lotus/Types/Items/Plants/MiscItems/UnCommonDayPlantItem),1,/Lotus/Language/Items/Nightuncommonsample (/Lotus/Types/Items/Plants/MiscItems/UnCommonNightPlantItem),1,60,1500,1
/Lotus/Language/Items/Boarprimename (/Lotus/StoreItems/Weapons/Tenno/Shotgun/PrimeBoar),WeaponParts/BoarPrimeBarrel,1,WeaponParts/BoarPrimeReceiver,1,WeaponParts/BoarPrimeStock,1,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),10,43200,,50
/Lotus/Language/Items/Boltorprimename (/Lotus/StoreItems/Weapons/Tenno/LongGuns/PrimeBoltor/PrimeBoltor),WeaponParts/BoltorPrimeBarrel,1,WeaponParts/BoltorPrimeReceiver,1,WeaponParts/BoltorPrimeStock,1,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),10,43200,,50
/Lotus/Language/Items/Boprimename (/Lotus/StoreItems/Weapons/Tenno/Melee/Staff/PrimeBo/PrimeBoWeapon),WeaponParts/PrimeBoOrnament,2,WeaponParts/PrimeBoHandle,1,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),10,,,43200,,50
/Lotus/Language/Items/Brandremovalitemname (/Lotus/StoreItems/Types/Recipes/Components/BrandRemovalFakeItem),Morphics (/Lotus/Types/Items/MiscItems/Morphic),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),1,Capteurs Neuronaux (/Lotus/Types/Items/MiscItems/NeuralSensor),1,/Lotus/Language/Items/Oxiumname (/Lotus/Types/Items/MiscItems/OxiumAlloy),20,60,50000,25
/Lotus/Language/Items/Bronzespectre (/Lotus/StoreItems/Types/Restoratives/Consumable/BronzeSpectre),Nano Spores (/Lotus/Types/Items/MiscItems/Nanospores),5000,Récupération (/Lotus/Types/Items/MiscItems/Salvage),5000,Ferrite (/Lotus/Types/Items/MiscItems/Ferrite),5000,,,28800,,20
/Lotus/Language/Items/Carriersentinelname (/Lotus/StoreItems/Types/Sentinels/SentinelPowersuits/CarrierPowerSuit),Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),1000,Circuits (/Lotus/Types/Items/MiscItems/Circuits),400,Nano Spores (/Lotus/Types/Items/MiscItems/Nanospores),1500,Module De Commande (/Lotus/Types/Items/MiscItems/ControlModule),3,86400,100000,30
/Lotus/Language/Items/Chainlightningriflename (/Lotus/StoreItems/Weapons/Corpus/LongGuns/ChainLightningGun/ChainLightningRifle),Fieldron (/Lotus/Types/Items/Research/EnergyComponent),8,Plastes (/Lotus/Types/Items/MiscItems/Plastids),600,Ferrite (/Lotus/Types/Items/MiscItems/Ferrite),9000,/Lotus/Language/Items/Argoncrystal (/Lotus/Types/Items/MiscItems/ArgonCrystal),3,86400,,35
/Lotus/Language/Items/Chainlightningriflename (Research) (/Lotus/StoreItems/Weapons/Corpus/LongGuns/ChainLightningGun/ChainLightningRifle),Échantillon De Fieldron (/Lotus/Types/Items/Research/EnergyFragment),1500,Plastes (/Lotus/Types/Items/MiscItems/Plastids),35000,Nano Spores (/Lotus/Types/Items/MiscItems/Nanospores),75000,Pack  Polymère (/Lotus/Types/Items/MiscItems/PolymerBundle),35000,259200,750000,750
/Lotus/Language/Items/Chaintridentmeleedanglename (/Lotus/StoreItems/Upgrades/Skins/MeleeDangles/ChainTridentMeleeDangle),Récupération (/Lotus/Types/Items/MiscItems/Salvage),500,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),350,Cellule Orokin (/Lotus/Types/Items/MiscItems/OrokinCell),1,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),2,43200,,25
/Lotus/Language/Items/Chargerball (/Lotus/StoreItems/Types/Restoratives/Consumable/ChargerBall),Nano Spores (/Lotus/Types/Items/MiscItems/Nanospores),2500,Récupération (/Lotus/Types/Items/MiscItems/Salvage),2500,Ferrite (/Lotus/Types/Items/MiscItems/Ferrite),2500,,,28800,,10
/Lotus/Language/Items/Chromaalthelmetname (/Lotus/StoreItems/Upgrades/Skins/Dragon/DragonAltHelmet),Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),600,/Lotus/Language/Items/Oxiumname (/Lotus/Types/Items/MiscItems/OxiumAlloy),300,Neurodes (/Lotus/Types/Items/MiscItems/Neurode),1,/Lotus/Language/Items/Tellurium (/Lotus/Types/Items/MiscItems/Tellurium),2,43200,,25
/Lotus/Language/Items/Chromaname (/Lotus/StoreItems/Powersuits/Dragon/Dragon),ChromaHelmetComponent,1,ChromaChassisComponent,1,ChromaSystemsComponent,1,VOLTHelmetComponent,1,259200,35000,50
/Lotus/Language/Items/Clanteamammoname (/Lotus/StoreItems/Types/Restoratives/ClanTeamAmmoTotem),Ferrite (/Lotus/Types/Items/MiscItems/Ferrite),600,Récupération (/Lotus/Types/Items/MiscItems/Salvage),600,,,,,60,,1
/Lotus/Language/Items/Clanteamammoname (/Lotus/StoreItems/Types/Restoratives/ClanTeamAmmoTotem),Pack  Polymère (/Lotus/Types/Items/MiscItems/PolymerBundle),225,Nano Spores (/Lotus/Types/Items/MiscItems/Nanospores),1800,,,,,60,,1
/Lotus/Language/Items/Clanteamammoname (Research) (/Lotus/StoreItems/Types/Restoratives/ClanTeamAmmoTotem),Ampoule De Détonite (/Lotus/Types/Items/Research/ChemFragment),3500,Ferrite (/Lotus/Types/Items/MiscItems/Ferrite),40000,Pack  Polymère (/Lotus/Types/Items/MiscItems/PolymerBundle),60000,Plastes (/Lotus/Types/Items/MiscItems/Plastids),30000,259200,500000,750
/Lotus/Language/Items/Clanteamammoname (Research) (/Lotus/StoreItems/Types/Restoratives/ClanTeamAmmoTotem),Ampoule De Détonite (/Lotus/Types/Items/Research/ChemFragment),3500,Ferrite (/Lotus/Types/Items/MiscItems/Ferrite),40000,Pack  Polymère (/Lotus/Types/Items/MiscItems/PolymerBundle),60000,Plastes (/Lotus/Types/Items/MiscItems/Plastids),30000,259200,500000,750
/Lotus/Language/Items/Clanteamenergyname (/Lotus/StoreItems/Types/Restoratives/ClanTeamEnergyTotem),Ferrite (/Lotus/Types/Items/MiscItems/Ferrite),600,Plaque D'alliage (/Lotus/Types/Items/MiscItems/AlloyPlate),150,,,,,60,,1
/Lotus/Language/Items/Clanteamenergyname (/Lotus/StoreItems/Types/Restoratives/ClanTeamEnergyTotem),Pack  Polymère (/Lotus/Types/Items/MiscItems/PolymerBundle),225,Nano Spores (/Lotus/Types/Items/MiscItems/Nanospores),2250,,,,,60,,1
/Lotus/Language/Items/Clanteamenergyname (Research) (/Lotus/StoreItems/Types/Restoratives/ClanTeamEnergyTotem),Échantillon De Fieldron (/Lotus/Types/Items/Research/EnergyFragment),2500,Rubedo (/Lotus/Types/Items/MiscItems/Rubedo),8000,Nano Spores (/Lotus/Types/Items/MiscItems/Nanospores),50000,Pack  Polymère (/Lotus/Types/Items/MiscItems/PolymerBundle),20000,259200,500000,750
