Deck,Enemy,Probability,Max Simultaneous,Tier
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),1,1,9
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),1,1,9
,磁轨炮恐鸟 (BipedRobot/AIWeek/RailgunBipedAgent),1,1,9
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.30000001,2,9
CorpusInfestedMix,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,震荡波恐鸟 (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,监工船员 (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,恐鸟 (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,0
,疾冲者 (AiWeek/Quadrupeds/Quadruped),1,0,0
,狂奔者 (AiWeek/Runners/SuicideRunner),1,0,0
,奔跳者 (AiWeek/Runners/LeapingRunner),0.25,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
,Swarm-Mutalist Moa (AiWeek/InfestedMoas/NaniteCloudBipedAgent),0.2,2,0
,Brood Mother (AiWeek/Ancients/DiseasedAncient),0.1,2,0
CorpusInfestedMixB,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,监工船员 (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,狙击手船员 (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,恐鸟 (BipedRobot/AIWeek/LaserCannonBipedAgent),0.25,0,0
,地雷鱼鹰 (Drones/AIWeek/MineDroneAgent),0.25,0,0
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.0099999998,0,0
,疾冲者 (AiWeek/Quadrupeds/Quadruped),1,0,0
,狂奔者 (AiWeek/Runners/SuicideRunner),1,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,远古剧毒者 (AiWeek/Ancients/ToxicAncient),0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
,Tar-Mutalist Moa (AiWeek/InfestedMoas/SlowBombBipedAgent),0.2,2,0
,Boiler (AiWeek/Ancients/SpawningAncient),0.1,2,0
CorpusInfestedMixEvent,恐鸟 (BipedRobot/AIWeek/LaserCannonBipedAgent),0.75,0,0
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,狙击手船员 (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.15000001,0,0
,地雷鱼鹰 (Drones/AIWeek/MineDroneAgent),0.025,0,0
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,0,0
,震荡波恐鸟 (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,0
,磁轨炮恐鸟 (BipedRobot/AIWeek/RailgunBipedAgent),0.050000001,0,0
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),0.1,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,0
,疾冲者 (AiWeek/Quadrupeds/Quadruped),1,0,0
,狂奔者 (AiWeek/Runners/SuicideRunner),1,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,远古剧毒者 (AiWeek/Ancients/ToxicAncient),0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
,Swarm-Mutalist Moa (AiWeek/InfestedMoas/NaniteCloudBipedAgent),0.2,2,0
,Tar-Mutalist Moa (AiWeek/InfestedMoas/SlowBombBipedAgent),0.2,2,0
,Brood Mother (AiWeek/Ancients/DiseasedAncient),0.1,2,0
CorpusIntelTiersA,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.2,2,1
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,2,1
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.2,3,2
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.1,2,2
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,2
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.5,2,5
,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,监工船员 (Spaceman/AIWeek/MeleeSpacemanAgent),0.60000002,0,5
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.15000001,0,2
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
CorpusIntelTiersB,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.2,2,1
,狙击手船员 (Spaceman/AIWeek/SniperSpacemanAgent),0.2,3,1
,磁轨炮恐鸟 (BipedRobot/AIWeek/RailgunBipedAgent),0.2,3,1
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.1,2,1
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,2,1
,磁轨炮恐鸟 (BipedRobot/AIWeek/RailgunBipedAgent),0.30000001,3,2
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.15000001,2,2
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,2
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,2,2
,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,监工船员 (Spaceman/AIWeek/MeleeSpacemanAgent),1,0,5
,狙击手船员 (Spaceman/AIWeek/SniperSpacemanAgent),0.2,3,0
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,0,5
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,5
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.30000001,2,5
CorpusSquadA,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,震荡波恐鸟 (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,监工船员 (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,恐鸟 (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,0
CorpusSquadB,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,0,0
,震荡波恐鸟 (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,0
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,狙击手船员 (Spaceman/AIWeek/SniperSpacemanAgent),0.1,0,0
,磁轨炮恐鸟 (BipedRobot/AIWeek/RailgunBipedAgent),0.1,0,0
,吸血鱼鹰 (Drones/AIWeek/LeechDroneAgent),0.25,0,0
,恐鸟 (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.15000001,0,0
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,0
CorpusSquadC,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,监工船员 (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,狙击手船员 (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,恐鸟 (BipedRobot/AIWeek/LaserCannonBipedAgent),0.25,0,0
,地雷鱼鹰 (Drones/AIWeek/MineDroneAgent),0.25,0,0
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.1,0,0
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.2,2,0
CorpusSquadD,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,0,0
,船员 (Spaceman/AIWeek/ShotgunSpacemanAgent),0.75,0,0
,震荡波恐鸟 (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,监工船员 (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,恐鸟 (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),0.050000001,0,0
,Drones/AIWeek/VacuumDroneAgent,0.02,0,0
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.25,0,0
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.2,2,0
CorpusSquadDefenseA,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,监工船员 (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,恐鸟 (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,震荡波恐鸟 (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,1
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.15000001,0,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,磁轨炮恐鸟 (BipedRobot/AIWeek/RailgunBipedAgent),0.2,0,2
,地雷鱼鹰 (Drones/AIWeek/MineDroneAgent),0.15000001,0,2
,震荡波恐鸟 (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,2
,狙击手船员 (Spaceman/AIWeek/SniperSpacemanAgent),0.25,0,2
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,2
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,0,1
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,1,2
CorpusSquadDefenseB,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,船员 (Spaceman/AIWeek/ShotgunSpacemanAgent),0.25,0,0
,恐鸟 (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.050000001,0,0
,震荡波恐鸟 (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,1
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.15000001,0,1
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.025,0,1
,Elite Crewman (Spaceman/EliteSpacemanAgent),0.2,0,2
,地雷鱼鹰 (Drones/AIWeek/MineDroneAgent),0.15000001,0,2
,震荡波恐鸟 (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,2
,狙击手船员 (Spaceman/AIWeek/SniperSpacemanAgent),0.25,0,2
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,2
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,0,1
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.025,0,2
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
CorpusSquadE,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,0,0
,船员 (Spaceman/AIWeek/ShotgunSpacemanAgent),0.75,0,0
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.2,0,0
CorpusSurvivalA,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,监工船员 (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,6,0
,恐鸟 (BipedRobot/AIWeek/LaserCannonBipedAgent),0.60000002,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.050000001,0,0
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),1,3,1
,船员 (Spaceman/AIWeek/ShotgunSpacemanAgent),0.5,0,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,震荡波恐鸟 (BipedRobot/AIWeek/ShockwaveBipedAgent),1,3,2
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.1,3,3
,狙击手船员 (Spaceman/AIWeek/SniperSpacemanAgent),0.25,4,3
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.15000001,2,3
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,3
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),1,3,4
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,2,4
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),1,3,5
,磁轨炮恐鸟 (BipedRobot/AIWeek/RailgunBipedAgent),1,3,5
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.2,3,5
CorpusSurvivalB,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,监工船员 (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,6,0
,恐鸟 (BipedRobot/AIWeek/LaserCannonBipedAgent),0.60000002,0,0
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.050000001,0,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.050000001,0,1
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,1
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),1,3,1
,船员 (Spaceman/AIWeek/ShotgunSpacemanAgent),0.5,0,1
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,2
,震荡波恐鸟 (BipedRobot/AIWeek/ShockwaveBipedAgent),1,3,2
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.050000001,3,3
,狙击手船员 (Spaceman/AIWeek/SniperSpacemanAgent),0.25,4,3
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),1,2,3
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.1,0,3
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,3
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),1,3,4
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,2,4
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),1,3,5
,磁轨炮恐鸟 (BipedRobot/AIWeek/RailgunBipedAgent),1,3,5
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.2,3,5
DesertGrineerDefenseA,Desert/RifleLancer,1,0,0
,Desert/EliteRifleLancer,1,0,0
,Desert/BladeSawmanNoCoverSurvival,0.5,5,0
,Desert/ShotgunLancer,0.25,0,0
,Desert/JetpackMarine,0.25,5,0
,Desert/MinigunBombard,0.050000001,2,1
,Desert/EvisceratorLancer,0.1,2,1
,AIWeek/GrineerFemale,0.5,4,1
,Desert/GrineerMarinePistol,0.15000001,0,1
,AIWeek/GrineerRollingDrone,0.2,2,2
,AIWeek/RocketBombard,0.025,2,2
,AIWeek/MacheteWomanNoCover,0.2,3,2
,AIWeek/FlameLancer,0.15000001,2,2
,AIWeek/BeastMaster,0.2,2,1
DesertGrineerSquadOne,Desert/RifleLancer,1,0,0
,Desert/EliteRifleLancer,1,0,0
,Desert/BladeSawman,0.30000001,0,0
,Desert/ShotgunLancer,0.25,0,0
,Desert/MinigunBombard,0.050000001,2,0
,Desert/EvisceratorLancer,0.1,2,0
,Desert/JetpackMarine,0.25,5,0
,Regulator (SpecialEvents/SurveillanceDroneAgent),0.050000001,0,0
,Desert/GrineerMarinePistol,0.050000001,0,0
,/Lotus/Types/NeutralCreatures/SandRayCreature,0.25,3,0
,AIWeek/GrineerFemale,0.1,4,0
,AIWeek/BeastMaster,0.15000001,2,0
EventCorpusSquadA,船员 (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,0,0
,震荡波恐鸟 (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,护盾鱼鹰 (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,监工船员 (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,恐鸟 (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,熔岩恐鸟 (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Corpus 科技员 (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,Nullifier Crewman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,0
,Sapping Osprey (Drones/AIWeek/DiscDroneAgent),0.2,0,0
EventGrineerSquadOne,AIWeek/RifleLancer,1,0,0
,AIWeek/EliteRifleLancer,1,0,0
,AIWeek/MacheteWoman,0.2,0,0
,AIWeek/ShotgunLancer,0.25,0,0
,AIWeek/MinigunBombard,0.1,2,0
,AIWeek/RocketBombard,0.1,0,0
,GrineerMarinePistol,0.15000001,0,0
,AIWeek/GrineerFemale,0.1,0,0
,AIWeek/EviseratorLancer,0.1,0,0
,AIWeek/JetpackMarine,0.050000001,0,0
,AIWeek/GrineerMeleeStaffAgent,1,3,0
ForestBossGrineerSquadOne,Forest/RifleLancer,1,0,0
,Forest/BladeSawman,0.25,0,0
,Forest/ShotgunLancer,0.2,3,0
,Forest/JetpackMarine,0.25,1,0
,Forest/GrineerMarinePistol,0.050000001,3,0
,Forest/EliteRifleLancer,0.25,3,1
,Forest/EvisceratorLancer,0.1,1,1
,AIWeek/FlameLancer,0.1,1,2
ForestGrineer2PointTerritories,Forest/RifleLancer,1,0,0
,Forest/ShotgunLancer,0.25,0,0
,Forest/GrineerMarinePistol,0.050000001,0,0
,Forest/EliteRifleLancer,0.5,0,1
,AIWeek/MacheteWoman,0.2,0,1
,Forest/EvisceratorLancer,0.15000001,1,1
,AIWeek/GrineerFemale,0.2,3,1
,AIWeek/ShieldLancer,0.1,0,1
,Forest/MinigunBombard,0.1,2,1
ForestGrineerExcavationA,Forest/RifleLancer,1,0,0
,AIWeek/MacheteWomanNoCover,0.40000001,2,0
,Forest/BladeSawmanNoCover,0.40000001,0,0
,Forest/JetpackMarine,0.25,1,1
,Forest/ShotgunLancer,0.25,1,1
,Forest/GrineerMarinePistol,0.25,1,2
,Frontier Regulator (SpecialEvents/ForestDroneAgent),1,2,2
,AIWeek/GrineerFemale,1,2,3
,Forest/EliteRifleLancer,0.5,3,3
,AIWeek/FlameLancer,0.2,1,4
,Forest/MinigunBombard,0.1,2,4
,Forest/JetpackMarine,0.25,2,5
,AIWeek/RocketBombard,0.5,1,5
,AIWeek/BeastMaster,0.2,2,2
,AIWeek/CarrierRifleLancer,1,4,0
ForestGrineerSquadOne,Forest/RifleLancer,1,0,0
,Forest/BladeSawman,0.25,0,0
,Forest/ShotgunLancer,0.2,3,0
,Forest/MinigunBombard,0.050000001,1,0
,AIWeek/GrineerFemale,0.1,1,0
,Forest/JetpackMarine,0.25,1,0
,Frontier Regulator (SpecialEvents/ForestDroneAgent),0.050000001,0,0
,Forest/GrineerMarinePistol,0.050000001,3,0
,Forest/EliteRifleLancer,0.25,3,1
,AIWeek/MacheteWoman,0.2,2,1
,Forest/EvisceratorLancer,0.050000001,1,2
,Forest/MinigunBombard,0.1,2,2
,AIWeek/BeastMaster,0.15000001,2,0
ForestGrineerSurvivalA,Forest/RifleLancer,1,0,0
,AIWeek/MacheteWomanNoCover,0.40000001,2,0
,Forest/BladeSawmanNoCover,0.40000001,0,0
,Forest/JetpackMarine,0.25,1,1
,Forest/ShotgunLancer,0.25,1,1
,Forest/GrineerMarinePistol,0.25,1,2
,Frontier Regulator (SpecialEvents/ForestDroneAgent),1,2,2
,AIWeek/GrineerFemale,1,2,3
,Forest/EliteRifleLancer,0.5,3,3
,AIWeek/FlameLancer,0.2,1,4
,Forest/MinigunBombard,0.1,2,4
,Forest/JetpackMarine,0.25,2,5
,AIWeek/RocketBombard,0.5,1,5
,AIWeek/BeastMaster,0.2,2,2
ForestGrineerTerritoriesOne,Forest/RifleLancer,1,0,0
,Forest/BladeSawman,0.30000001,0,0
,Forest/ShotgunLancer,0.25,0,0
,Forest/MinigunBombard,0.050000001,2,0
,Forest/JetpackMarine,0.25,1,0
,Forest/GrineerMarinePistol,0.050000001,0,0
,Forest/EliteRifleLancer,0.5,0,1
,AIWeek/MacheteWoman,0.2,0,1
,Forest/EvisceratorLancer,0.15000001,1,1
,AIWeek/GrineerFemale,0.2,3,1
,AIWeek/ShieldLancer,0.1,0,1
,AIWeek/RocketBombard,0.1,1,2
,AIWeek/FlameLancer,0.1,2,2
,Forest/MinigunBombard,0.1,2,2
,Forest/EvisceratorLancer,0.2,2,2
ForestKubrowTestSquad,Forest/RifleLancer,1,0,0
