Name,Category,In Market,Tradeable,Credit Price,Plat Price,Expiry
4000 Credits Cache (/Lotus/StoreItems/Types/PickUps/Credits/4000Credits),CreditBundles,NO,NO,-4000,?,
500 Credits Cache (/Lotus/StoreItems/Types/PickUps/Credits/500Credits),CreditBundles,NO,NO,-500,?,
5000 Credits Cache (/Lotus/StoreItems/Types/PickUps/Credits/5000Credits),CreditBundles,NO,NO,-5000,?,
Abyssal (/Lotus/StoreItems/Upgrades/Focus/Tactician/AlliesOnFireFocus),FocusUpgrades,NO,NO,?,?,
Aestas Water Garden Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentRecipes/DojoGardenF),Recipes,NO,NO,75000,?,
Akbronco Prime (/Lotus/StoreItems/Weapons/Tenno/Akimbo/PrimeAkimboShotGun),?,NO,NO,?,?,
Akbronco Prime Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/AkbroncoPrimeBlueprint),Recipes,NO,YES,?,1,
Akbronco Prime Link (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/AkbroncoPrimeLink),MiscItems,NO,YES,?,?,
Aklex (/Lotus/StoreItems/Weapons/Tenno/Akimbo/AkLexPistols),?,YES,NO,?,190,
Aklex Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/AklexBlueprint),Recipes,YES,NO,20000,?,
Akmagnus (/Lotus/StoreItems/Weapons/Tenno/Akimbo/DualMagnus),?,YES,NO,?,220,
Akmagnus Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/DualMagnusBlueprint),Recipes,YES,NO,50000,?,
Akstiletto (/Lotus/StoreItems/Weapons/Tenno/Pistols/TennoUzi/TennoUzi),?,YES,NO,?,225,
Akstiletto Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/TennoUziBlueprint),Recipes,NO,NO,20000,?,
Akvasto (/Lotus/StoreItems/Weapons/Tenno/Akimbo/DualVastos),?,YES,NO,?,220,
Akvasto Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/DualVastosBlueprint),Recipes,YES,NO,50000,?,
Alabaster Skin (/Lotus/StoreItems/Upgrades/Skins/Excalibur/ExcaliburPrimeAlabasterSkin),WeaponSkins,NO,NO,?,200,
Amethyst Antitoxin (/Lotus/StoreItems/Types/Restoratives/Consumable/Toxins/NightCommonAntitoxin),Consumables,NO,YES,?,?,
Amethyst Antitoxin Blueprint (/Lotus/StoreItems/Types/StoreItems/Consumables/Restoratives/Toxins/NightCommonAntitoxinBlueprint),Recipes,YES,NO,1500,?,
Amprex (/Lotus/StoreItems/Weapons/Corpus/LongGuns/ChainLightningGun/ChainLightningRifle),LongGuns,YES,NO,?,225,
Amprex Blueprint (/Lotus/StoreItems/Weapons/ClanTech/Energy/ChainLightningRifleBlueprint),Recipes,NO,NO,?,?,
Angstrum (/Lotus/StoreItems/Weapons/Corpus/Pistols/CrpHandRL/CorpusHandRocketLauncher),?,YES,NO,?,190,
Angstrum Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/CorpusHandRocketLauncherBlueprint),Recipes,YES,NO,25000,?,
Ankyros Prime (/Lotus/StoreItems/Weapons/Tenno/Melee/Gauntlet/PrimeAnkyros/PrimeAnkyros),Melee,NO,NO,?,?,
Ankyros Prime Blade (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/AnkyrosPrimeBlade),MiscItems,NO,YES,?,?,
Ankyros Prime Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/AnkyrosPrimeBlueprint),Recipes,NO,YES,?,1,
Ankyros Prime Gauntlet (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/AnkyrosPrimeGauntlet),MiscItems,NO,YES,?,?,
Arcane Aura Helmet (/Lotus/StoreItems/Upgrades/Skins/Trinity/TrinityHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Aura Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/TrinityAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Aurora Helmet (/Lotus/StoreItems/Upgrades/Skins/Frost/FrostHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Aurora Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/FrostAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Avalon Helmet (/Lotus/StoreItems/Upgrades/Skins/Excalibur/ExcaliburHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Avalon Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/ExcaliburAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Backdraft Helmet (/Lotus/StoreItems/Upgrades/Skins/Ember/EmberHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Backdraft Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2EmberAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Chlora Helmet (/Lotus/StoreItems/Upgrades/Skins/Asp/AspAltHelmetB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Chlora Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2SarynAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Chorus Helmet (/Lotus/StoreItems/Upgrades/Skins/Decree/DecreeAltHelmetB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Chorus Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2BansheeAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Coil Helmet (/Lotus/StoreItems/Upgrades/Skins/Mag/MagHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Coil Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/MagAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Esprit Helmet (/Lotus/StoreItems/Upgrades/Skins/Trapper/TrapperHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Esprit Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/VaubanAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Essence Helmet (/Lotus/StoreItems/Upgrades/Skins/Loki/LokiHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Essence Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/LokiAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Flux Helmet (/Lotus/StoreItems/Upgrades/Skins/AntiMatter/AntiAltHelmet),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Flux Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/NovaAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Gambit Helmet (/Lotus/StoreItems/Upgrades/Skins/Trapper/TrapperHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Gambit Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2VaubanAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Gauss Helmet (/Lotus/StoreItems/Upgrades/Skins/Mag/MagHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Gauss Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2MagAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Hemlock Helmet (/Lotus/StoreItems/Upgrades/Skins/Asp/AspAltHelmet),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Hemlock Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/SarynAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Locust Helmet (/Lotus/StoreItems/Upgrades/Skins/Ninja/NinjaHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Locust Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2AshAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Menticide Helmet (/Lotus/StoreItems/Upgrades/Skins/Jade/JadeHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Menticide Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/NyxAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Meridian Helmet (/Lotus/StoreItems/Upgrades/Skins/Trinity/TrinityHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Meridian Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2TrinityAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Pendragon Helmet (/Lotus/StoreItems/Upgrades/Skins/Excalibur/ExcaliburHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Pendragon Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2ExcaliburAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Phoenix Helmet (/Lotus/StoreItems/Upgrades/Skins/Ember/EmberHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Phoenix Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/EmberAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Pulse Helmet (/Lotus/StoreItems/Upgrades/Skins/Volt/VoltHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Pulse Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2VoltAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Reverb Helmet (/Lotus/StoreItems/Upgrades/Skins/Decree/DecreeAltHelmet),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Reverb Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/BansheeAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Scorpion Helmet (/Lotus/StoreItems/Upgrades/Skins/Ninja/NinjaHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Scorpion Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/AshAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Squall Helmet (/Lotus/StoreItems/Upgrades/Skins/Frost/FrostHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Squall Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2FrostAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Storm Helmet (/Lotus/StoreItems/Upgrades/Skins/Volt/VoltHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Storm Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/VoltAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Swindle Helmet (/Lotus/StoreItems/Upgrades/Skins/Loki/LokiHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Swindle Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2LokiAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Thrak Helmet (/Lotus/StoreItems/Upgrades/Skins/Rhino/RhinoHelmetAlt),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Thrak Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/RhinoAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Vanguard Helmet (/Lotus/StoreItems/Upgrades/Skins/Rhino/RhinoHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Vanguard Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2RhinoAltHelmetBlueprint),Recipes,NO,NO,?,?,
Arcane Vespa Helmet (/Lotus/StoreItems/Upgrades/Skins/Jade/JadeHelmetAltB),WeaponSkins,NO,YES,?,75,Thu May 08 00:00:00 2014
Arcane Vespa Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/V2NyxAltHelmetBlueprint),Recipes,NO,NO,?,?,
Argon Crystal (/Lotus/StoreItems/Types/Items/MiscItems/ArgonCrystal),MiscItems,NO,NO,?,10,
Arid Fear Badge (/Lotus/StoreItems/Upgrades/Skins/Clan/CorpusVoidBadgeItem),WeaponSkins,NO,NO,?,10000,
Arid Fear Bronze Trophy Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/AridFearBronzeTrophyRecipe),Recipes,NO,NO,1000000,?,
Arid Fear Gold Trophy Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/AridFearGoldTrophyRecipe),Recipes,NO,NO,1000000,?,
Arid Fear Silver Trophy Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/AridFearSilverTrophyRecipe),Recipes,NO,NO,1000000,?,
Aru Stone Lantern Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/StoneLanternARecipe),Recipes,NO,NO,50000,?,
Asa Syandana (/Lotus/StoreItems/Upgrades/Skins/Scarves/EnergyScarf),WeaponSkins,YES,NO,?,50,
Ash Agile Animation Set (/Lotus/StoreItems/Upgrades/Skins/Ninja/NinjaAgileAnims),WeaponSkins,NO,NO,?,75,
Ash Immortal Skin (/Lotus/StoreItems/Upgrades/Skins/Ninja/AshAlternateSkin),WeaponSkins,YES,NO,?,40,
Ash Noble Animation Set (/Lotus/StoreItems/Upgrades/Skins/Ninja/NinjaNobleAnims),WeaponSkins,NO,NO,?,75,
Asteroid Transition Test (/Lotus/StoreItems/Types/Keys/TestKeyTransitional),LevelKeys,NO,YES,?,75,
Attica (/Lotus/StoreItems/Weapons/Tenno/LongGuns/TnoPrmryXbow/TnoPrmryXbowWeapon),LongGuns,YES,NO,?,125,
Attica Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/TnoPrmryXbowBlueprint),Recipes,NO,NO,20000,?,
Aura Helmet Conversion Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/ConversionTrinityHelmetAltBlueprint),Recipes,YES,NO,1000,?,
Aurora Helmet Conversion Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/ConversionFrostHelmetAltBlueprint),Recipes,YES,NO,1000,?,
Autumn Garden Stone Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentRecipes/DojoGardenG),Recipes,NO,NO,75000,?,
Autumn Maple Tree Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/MapleTreeBRecipe),Recipes,NO,NO,75000,?,
Avalon Helmet Conversion Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/ConversionExcaliburHelmetAltBlueprint),Recipes,YES,NO,1000,?,
Aviator (/Lotus/StoreItems/Upgrades/Mods/Warframe/AvatarDamageReductionInAir),Upgrades,NO,YES,?,?,
Backdraft Helmet Conversion Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/ConversionEmberHelmetAltBBlueprint),Recipes,YES,NO,1000,?,
Ballistica (/Lotus/StoreItems/Weapons/Tenno/Pistols/AutomaticHandCrossbow/AutoCrossBow),?,YES,NO,?,240,
Ballistica Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/AutoCrossBowBlueprint),Recipes,YES,NO,40000,?,
Banshee Agile Animation Set (/Lotus/StoreItems/Upgrades/Skins/Decree/DecreeAgileAnims),WeaponSkins,NO,NO,?,75,
Banshee Armor (/Lotus/StoreItems/Upgrades/Skins/Armor/WarframeDefaults/BansheeArmLeftArmor),WeaponSkins,NO,NO,?,1000,
Banshee Immortal Skin (/Lotus/StoreItems/Upgrades/Skins/Decree/BansheeAlternateSkin),WeaponSkins,YES,NO,?,40,
Banshee Noble Animation Set (/Lotus/StoreItems/Upgrades/Skins/Decree/DecreeNobleAnims),WeaponSkins,NO,NO,?,75,
Baseless Stone Fountain Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/FountainRockARecipe),Recipes,NO,NO,50000,?,
Bastet Valkyr Helmet (/Lotus/StoreItems/Upgrades/Skins/Berserker/BerserkerBastetHelmet),WeaponSkins,YES,NO,?,75,
Bastet Valkyr Helmet Blueprint (/Lotus/StoreItems/Types/Recipes/Helmets/ValkyrBastetHelmetBlueprint),Recipes,NO,NO,?,?,
Bastet Valkyr Profile Icon (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageValkyrBastetBright),FlavourItems,NO,NO,20000,26,
Bastet Valkyr Profile Icon (/Lotus/StoreItems/Types/StoreItems/AvatarImages/ImageValkyrBastetDark),FlavourItems,NO,NO,20000,26,
Berserker (/Lotus/StoreItems/Upgrades/Mods/Melee/WeaponCritFireRateBonusMod),Upgrades,NO,YES,?,?,
Berserker Bundle (/Lotus/Types/StoreItems/Packages/BerserkerPack),Packages,YES,NO,?,?,
Beryl Antitoxin (/Lotus/StoreItems/Types/Restoratives/Consumable/Toxins/DayCommonAntitoxin),Consumables,NO,YES,?,?,
Beryl Antitoxin Blueprint (/Lotus/StoreItems/Types/StoreItems/Consumables/Restoratives/Toxins/DayCommonAntitoxinBlueprint),Recipes,YES,NO,1500,?,
Bleeding Dragon Key (/Lotus/StoreItems/Types/Restoratives/Upgraded/HealthDebuffKey),Consumables,NO,NO,?,?,
Bleeding Dragon Key Blueprint (/Lotus/StoreItems/Types/StoreItems/Consumables/Restoratives/HealthDebuffKeyBlueprint),Recipes,YES,NO,500,?,
Bleeding Willow (/Lotus/StoreItems/Weapons/Tenno/Melee/MeleeTrees/PolearmCmbTwoMeleeTree),Upgrades,NO,YES,?,?,
Blind Rage (/Lotus/StoreItems/Upgrades/Mods/Warframe/DualStat/CorruptedPowerEfficiencyWarframe),Upgrades,NO,YES,?,?,
Bo Prime (/Lotus/StoreItems/Weapons/Tenno/Melee/Staff/PrimeBo/PrimeBoWeapon),Melee,NO,NO,?,65,
Bo Prime Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/PrimeBoBlueprint),Recipes,NO,YES,?,?,
Bo Prime Handle (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/PrimeBoHandle),MiscItems,NO,YES,?,?,
Bo Prime Ornament (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/PrimeBoOrnament),MiscItems,NO,YES,?,?,
Boar Prime (/Lotus/StoreItems/Weapons/Tenno/Shotgun/PrimeBoar),LongGuns,NO,NO,?,?,
Boar Prime Barrel (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/BoarPrimeBarrel),MiscItems,NO,YES,?,?,
Boar Prime Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/BoarPrimeBlueprint),Recipes,NO,YES,?,?,
Boar Prime Receiver (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/BoarPrimeReceiver),MiscItems,NO,YES,?,?,
Boar Prime Stock (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/BoarPrimeStock),MiscItems,NO,YES,?,?,
Boltor Prime (/Lotus/StoreItems/Weapons/Tenno/LongGuns/PrimeBoltor/PrimeBoltor),LongGuns,NO,NO,?,?,
Boltor Prime Barrel (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/BoltorPrimeBarrel),MiscItems,NO,YES,?,?,
Boltor Prime Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/BoltorPrimeBlueprint),Recipes,NO,YES,?,1,
Boltor Prime Receiver (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/BoltorPrimeReceiver),MiscItems,NO,YES,?,?,
Boltor Prime Stock (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/BoltorPrimeStock),MiscItems,NO,YES,?,?,
Brakk (/Lotus/StoreItems/Weapons/Grineer/Pistols/GrineerHandShotgun/GrineerHandCannon),?,NO,NO,?,?,
Brakk Barrel (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/BrakkBarrel),MiscItems,NO,NO,?,?,
Brakk Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/BrakkBlueprint),Recipes,NO,NO,15000,?,
Brakk Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/GrineerHandcannonBlueprint),Recipes,NO,NO,?,?,
Brakk Receiver (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/BrakkReceiver),MiscItems,NO,NO,?,?,
Breeding Grounds (/Lotus/StoreItems/Types/Keys/InfestedCorpusHiveEventKey),MiscItems,NO,NO,?,?,
Breeding Grounds Badge (/Lotus/StoreItems/Upgrades/Skins/Clan/HiveSabotageEventBadgeItem),WeaponSkins,NO,NO,?,10000,
Breeding Grounds Bronze Trophy Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/BreedingGroundsBronzeTrophyRecipe),Recipes,NO,NO,1000000,?,
Breeding Grounds Gold Trophy Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/BreedingGroundsGoldTrophyRecipe),Recipes,NO,NO,1000000,?,
Breeding Grounds Silver Trophy Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/BreedingGroundsSilverTrophyRecipe),Recipes,NO,NO,1000000,?,
Bronze Buddha Statue Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/BronzeStatueBuddhaRecipe),Recipes,NO,NO,50000,?,
Bronze Dragon Statue Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/BronzeStatueDragonRecipe),Recipes,NO,NO,50000,?,
Bronze Foo Dog Statue Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/BronzeStatueFooDogRecipe),Recipes,NO,NO,50000,?,
Bronze Incense Burner Statue Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/BronzeStatueIncenseBurnerRecipe),Recipes,NO,NO,50000,?,
Bronze Skull Badge (/Lotus/StoreItems/Upgrades/Skins/Clan/SkullBadgeBronzeItem),WeaponSkins,NO,NO,?,10000,
Bronze Turtle Dragon Statue Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/BronzeStatueTurtleDragonRecipe),Recipes,NO,NO,50000,?,
Brutal Tide (/Lotus/StoreItems/Weapons/Tenno/Melee/MeleeTrees/PunchKickCmbTwoMeleeTree),Upgrades,NO,YES,?,?,
Burdened Magazine (/Lotus/StoreItems/Upgrades/Mods/Shotgun/DualStat/CorruptedMaxClipReloadSpeedShotgun),Upgrades,NO,YES,?,?,
Burning Wasp (/Lotus/StoreItems/Weapons/Tenno/Melee/MeleeTrees/WhipCmbOneMeleeTree),Upgrades,NO,YES,?,?,
Burston Prime (/Lotus/StoreItems/Weapons/Tenno/LongGuns/PrimeBurston/PrimeBurston),LongGuns,NO,NO,?,?,
Burston Prime Barrel (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/BurstonPrimeBarrel),MiscItems,NO,YES,?,?,
Burston Prime Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/BurstonPrimeBlueprint),Recipes,NO,YES,?,?,
Burston Prime Receiver (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/BurstonPrimeReceiver),MiscItems,NO,YES,?,?,
Burston Prime Stock (/Lotus/StoreItems/Types/Recipes/Weapons/WeaponParts/BurstonPrimeStock),MiscItems,NO,YES,?,?,
Cairn Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentPropRecipes/RockStatueStonePileRecipe),Recipes,NO,NO,50000,?,
Carabus Dethcube (/Lotus/StoreItems/Upgrades/Skins/Sentinels/CarbuncleDethcubeSkin),WeaponSkins,YES,NO,?,35,
Caritas Water Garden Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentRecipes/DojoGardenDLarge),Recipes,NO,NO,100000,?,
Carrier (/Lotus/StoreItems/Types/Sentinels/SentinelPowersuits/CarrierPowerSuit),Sentinels,YES,NO,?,75,
Carrier Blueprint (/Lotus/StoreItems/Types/Recipes/SentinelRecipes/CarrierSentinelBlueprint),Recipes,YES,NO,100000,?,
Castanas (/Lotus/StoreItems/Weapons/Tenno/ThrowingWeapons/StickyBomb/StickyBombs),?,YES,NO,?,175,
Castanas Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/TaserStarBlueprint),Recipes,NO,NO,20000,?,
Castitas Water Garden Blueprint (/Lotus/StoreItems/Levels/ClanDojo/ComponentRecipes/DojoGardenA),Recipes,NO,NO,75000,?,
Cernos (/Lotus/StoreItems/Weapons/Tenno/Bows/AntlerBow/AntlerBow),LongGuns,YES,NO,?,225,
Cernos Blueprint (/Lotus/StoreItems/Types/Recipes/Weapons/AntlerBowBlueprint),Recipes,YES,NO,20000,?,
