Deck,Enemy,Probability,Max Simultaneous,Tier
,Forest/BladeSawman,0.30000001,0,0
,Forest/ShotgunLancer,0.25,3,0
,Forest/MinigunBombard,0.050000001,2,0
,AIWeek/GrineerFemale,0.1,1,0
,Forest/JetpackMarine,0.25,1,0
,/Lotus/Language/Game/Grineerregulatorforest (SpecialEvents/ForestDroneAgent),0.050000001,0,0
,Forest/GrineerMarinePistol,0.050000001,0,0
,AIWeek/MacheteWoman,0.2,0,1
,Forest/EvisceratorLancer,0.1,1,1
,AIWeek/RocketBombard,0.1,1,2
,AIWeek/FlameLancer,0.1,1,2
,Forest/MinigunBombard,0.1,2,2
CorpusGrineerMix,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Моа Шагоход (BipedRobot/AIWeek/LaserCannonBipedAgent),0.69999999,0,0
,Ударный Моа (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Солдат С Жезлом (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Моа Шагоход (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.0099999998,0,0
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,1,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.15000001,2,0
,AIWeek/RifleLancer,1,0,0
,AIWeek/EliteRifleLancer,1,0,0
,AIWeek/BladeSawman,0.30000001,0,0
,AIWeek/MacheteWoman,0.1,0,0
,AIWeek/ShotgunLancer,0.25,0,0
,AIWeek/MinigunBombard,0.1,0,0
,AIWeek/ShieldLancer,0.1,0,0
,GrineerMarineLeader,0.1,0,0
CorpusHeavyEnemies,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),1,2,9
,Солдат (Spaceman/AIWeek/ShotgunSpacemanAgent),0.5,2,9
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.5,2,9
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),1,1,9
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),1,1,9
,Моа Рельсотрон (BipedRobot/AIWeek/RailgunBipedAgent),1,1,9
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.30000001,2,9
CorpusInfestedMix,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Ударный Моа (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Солдат С Жезлом (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Моа Шагоход (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,0
,Инфестоид (AiWeek/Quadrupeds/Quadruped),1,0,0
,Бегун (AiWeek/Runners/SuicideRunner),1,0,0
,Прыгун (AiWeek/Runners/LeapingRunner),0.25,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,/Lotus/Language/Game/Toxicdronename (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
,/Lotus/Language/Game/Infestedmoananite (AiWeek/InfestedMoas/NaniteCloudBipedAgent),0.2,2,0
,/Lotus/Language/Game/Infestedancientdiseased (AiWeek/Ancients/DiseasedAncient),0.1,2,0
CorpusInfestedMixB,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Солдат С Жезлом (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Моа Шагоход (BipedRobot/AIWeek/LaserCannonBipedAgent),0.25,0,0
,Дрон Минёр (Drones/AIWeek/MineDroneAgent),0.25,0,0
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.0099999998,0,0
,Инфестоид (AiWeek/Quadrupeds/Quadruped),1,0,0
,Бегун (AiWeek/Runners/SuicideRunner),1,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,Токсичный Древний (AiWeek/Ancients/ToxicAncient),0.1,0,0
,/Lotus/Language/Game/Toxicdronename (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
,/Lotus/Language/Game/Infestedmoagoo (AiWeek/InfestedMoas/SlowBombBipedAgent),0.2,2,0
,/Lotus/Language/Game/Infestedancientpuss (AiWeek/Ancients/SpawningAncient),0.1,2,0
CorpusInfestedMixEvent,Моа Шагоход (BipedRobot/AIWeek/LaserCannonBipedAgent),0.75,0,0
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.15000001,0,0
,Дрон Минёр (Drones/AIWeek/MineDroneAgent),0.025,0,0
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,0,0
,Ударный Моа (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,0
,Моа Рельсотрон (BipedRobot/AIWeek/RailgunBipedAgent),0.050000001,0,0
,/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBipedAgent),0.1,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,0
,Инфестоид (AiWeek/Quadrupeds/Quadruped),1,0,0
,Бегун (AiWeek/Runners/SuicideRunner),1,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,Токсичный Древний (AiWeek/Ancients/ToxicAncient),0.1,0,0
,/Lotus/Language/Game/Toxicdronename (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
,/Lotus/Language/Game/Infestedmoananite (AiWeek/InfestedMoas/NaniteCloudBipedAgent),0.2,2,0
,/Lotus/Language/Game/Infestedmoagoo (AiWeek/InfestedMoas/SlowBombBipedAgent),0.2,2,0
,/Lotus/Language/Game/Infestedancientdiseased (AiWeek/Ancients/DiseasedAncient),0.1,2,0
CorpusIntelTiersA,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.2,2,1
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,2,1
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.2,3,2
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.1,2,2
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,2
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.5,2,5
,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,Солдат С Жезлом (Spaceman/AIWeek/MeleeSpacemanAgent),0.60000002,0,5
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.15000001,0,2
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
CorpusIntelTiersB,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.2,2,1
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.2,3,1
,Моа Рельсотрон (BipedRobot/AIWeek/RailgunBipedAgent),0.2,3,1
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.1,2,1
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,2,1
,Моа Рельсотрон (BipedRobot/AIWeek/RailgunBipedAgent),0.30000001,3,2
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.15000001,2,2
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,2
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,2,2
,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,Солдат С Жезлом (Spaceman/AIWeek/MeleeSpacemanAgent),1,0,5
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.2,3,0
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),1,0,5
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,5
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.30000001,2,5
CorpusIntelTiersC,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.2,2,1
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.2,3,1
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.2,3,1
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,2,1
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.30000001,3,2
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.30000001,3,2
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,2
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.2,2,2
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.5,0,5
,Солдат С Жезлом (Spaceman/AIWeek/MeleeSpacemanAgent),1,0,5
,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,5
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.30000001,1,5
CorpusIntelTiersD,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,2,1
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,2,1
,/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBipedAgent),0.1,2,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,2,1
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,1
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.1,3,2
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,3,2
,/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBipedAgent),0.2,3,2
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,2,2
,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,5
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),1,0,5
,Солдат (Spaceman/AIWeek/ShotgunSpacemanAgent),0.5,0,5
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.2,2,5
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.2,2,5
CorpusSquadA,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Ударный Моа (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Солдат С Жезлом (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Моа Шагоход (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,0
CorpusSquadB,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),1,0,0
,Ударный Моа (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,0
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.1,0,0
,Моа Рельсотрон (BipedRobot/AIWeek/RailgunBipedAgent),0.1,0,0
,Дрон Пиявка (Drones/AIWeek/LeechDroneAgent),0.25,0,0
,Моа Шагоход (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.15000001,0,0
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,0
CorpusSquadC,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Солдат С Жезлом (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Моа Шагоход (BipedRobot/AIWeek/LaserCannonBipedAgent),0.25,0,0
,Дрон Минёр (Drones/AIWeek/MineDroneAgent),0.25,0,0
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.1,0,0
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.2,2,0
CorpusSquadD,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),1,0,0
,Солдат (Spaceman/AIWeek/ShotgunSpacemanAgent),0.75,0,0
,Ударный Моа (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,2,0
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Солдат С Жезлом (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Моа Шагоход (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,2,0
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,2,0
,/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBipedAgent),0.050000001,0,0
,Drones/AIWeek/VacuumDroneAgent,0.02,0,0
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.25,3,0
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.15000001,2,0
CorpusSquadDefenseA,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Солдат С Жезлом (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Моа Шагоход (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Ударный Моа (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,1
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.15000001,0,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,Моа Рельсотрон (BipedRobot/AIWeek/RailgunBipedAgent),0.2,0,2
,Дрон Минёр (Drones/AIWeek/MineDroneAgent),0.15000001,0,2
,Ударный Моа (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,2
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.25,0,2
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,2
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,0,1
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,1,2
CorpusSquadDefenseB,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Солдат (Spaceman/AIWeek/ShotgunSpacemanAgent),0.25,0,0
,Моа Шагоход (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.050000001,0,0
,Ударный Моа (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,1
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.15000001,0,1
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.025,0,1
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),0.2,0,2
,Дрон Минёр (Drones/AIWeek/MineDroneAgent),0.15000001,0,2
,Ударный Моа (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,2
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.25,0,2
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,2
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,0,1
,/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBipedAgent),0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.025,0,2
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
CorpusSquadDefenseBDragonQuest,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Солдат (Spaceman/AIWeek/ShotgunSpacemanAgent),0.25,0,0
,Моа Шагоход (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.050000001,0,0
,Ударный Моа (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,1
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.15000001,0,1
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.050000001,1,1
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,1
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.025,0,1
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),0.2,0,2
,Дрон Минёр (Drones/AIWeek/MineDroneAgent),0.15000001,0,2
,Ударный Моа (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,2
,Солдат-Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.25,0,2
,Гибридный Моа (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,2
,Техник Корпуса (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,0,1
,/Lotus/Language/Game/Laserdiscbiped (BipedRobot/AIWeek/LaserDiscBipedAgent),0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
,/Lotus/Language/Game/Suicidedronename (Drones/AIWeek/SuicideDroneAgent),0.025,0,2
,/Lotus/Language/Game/Discosprey (Drones/AIWeek/DiscDroneAgent),0.1,0,2
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,2
,/Lotus/Language/Items/Chromaname (TennoReplicants/TennoReplicantChromaAgent),1,1,9
CorpusSquadE,Солдат (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,/Lotus/Language/Game/Elitespaceman (Spaceman/EliteSpacemanAgent),1,0,0
,Солдат (Spaceman/AIWeek/ShotgunSpacemanAgent),0.75,0,0
,Дрон Щитогенератор (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,/Lotus/Language/Game/Nullifyspaceman (Spaceman/AIWeek/NullifySpacemanAgent),0.1,2,0
