Node,Planet,Mission Type,Faction,AI Spec,Mission Rewards,Drone Damage,Drone Damage Chance,Tier
,Neptune,Assassination,Grineer,,,30 - 70,0.5,0
Proteus,Neptune,Defense,Corpus,/Lotus/Types/Game/CorpusSquadDefenseA,,30 - 70,0.5,0
Triton,Neptune,MT_EXCAVATE,Corpus,/Lotus/Types/Game/CorpusExcavationA,,30 - 70,0.5,0
Despina,Neptune,Survival,Corpus,/Lotus/Types/Game/CorpusSurvivalA,,30 - 70,0.5,0
Sao,Neptune,Spy,Corpus,/Lotus/Types/Game/CorpusSquadA,,30 - 70,0.5,1
Halimede,Neptune,Sabotage,Corpus,/Lotus/Types/Game/CorpusSquadC,,30 - 70,0.5,1
,Neptune,Assassination,Grineer,,,30 - 70,0.5,1
Neso,Neptune,Extermination,Corpus,/Lotus/Types/Game/CorpusSquadB,,30 - 70,0.5,1
NeptuneArchwingNode1,Neptune,Sabotage,Corpus,/Lotus/Types/Game/TRExterminateC,,30 - 70,0.5,1
Psamathe,Neptune,Assassination,Corpus,/Lotus/Types/Game/CorpusSquadA,,30 - 70,0.5,1
Laomedeia,Neptune,Spy,Corpus,/Lotus/Types/Game/CorpusSquadB,,30 - 70,0.5,1
,Neptune,Assassination,Grineer,,,30 - 70,0.5,1
Nereid,Neptune,Rescue,Corpus,/Lotus/Types/Game/CorpusSquadC,,30 - 70,0.5,1
Yursa,Neptune,Defense,Infestation,/Lotus/Types/Game/InfestedDefenseA,,30 - 70,0.5,2
Kelashin,Neptune,Survival,Infestation,/Lotus/Types/Game/InfestedSurvivalA,,30 - 70,0.5,2
,Neptune,Assassination,Grineer,,,30 - 70,0.5,2
,Neptune,Assassination,Grineer,,,30 - 70,0.5,2
Buarainech,Neptune,Sabotage,Corpus,/Lotus/Types/Game/CorpusSquadC,,30 - 70,0.5,2
ConclaveCTF,Neptune,MT_PVP,Corpus,,,30 - 70,0.5,2
,Neptune,Assassination,Grineer,,,30 - 70,0.5,2
,Neptune,Assassination,Grineer,,,30 - 70,0.5,2
,Neptune,Assassination,Grineer,,,30 - 70,0.5,2
Acheron,Pluto,Extermination,Corpus,/Lotus/Types/Game/CorpusSquadB,,30 - 75,0.5,0
OuterTerminus,Pluto,Defense,Corpus,/Lotus/Types/Game/CorpusSquadDefenseA,,30 - 75,0.5,0
,Pluto,Assassination,Grineer,,,30 - 75,0.5,0
Regna,Pluto,Rescue,Corpus,/Lotus/Types/Game/CorpusSquadC,,30 - 75,0.5,0
Narcissus,Pluto,Defense,Corpus,/Lotus/Types/Game/CorpusSquadDefenseA,,30 - 75,0.5,0
Charon,Pluto,Sabotage,Corpus,/Lotus/Types/Game/CorpusSquadB,,30 - 75,0.5,0
Hydra,Pluto,Capture,Corpus,/Lotus/Types/Game/CorpusSquadA,,30 - 75,0.5,0
Hades,Pluto,Assassination,Corpus,/Lotus/Types/Game/CorpusSquadA,,30 - 75,0.5,0
Minthe,Pluto,Mobile Defense,Corpus,/Lotus/Types/Game/CorpusSquadA,,30 - 75,0.5,0
,Pluto,Assassination,Grineer,,,30 - 75,0.5,1
Nix,Pluto,Deception,Corpus,/Lotus/Types/Game/CorpusSquadC,,30 - 75,0.5,1
Cypress,Pluto,Sabotage,Corpus,/Lotus/Types/Game/CorpusSquadA,,30 - 75,0.5,1
Cerberus,Pluto,Interception,Corpus,/Lotus/Types/Game/CorpusSquadC,,30 - 75,0.5,1
Palus,Pluto,Survival,Corpus,/Lotus/Types/Game/CorpusSurvivalA,,30 - 75,0.5,1
Sechura,Pluto,Defense,Infestation,/Lotus/Types/Game/InfestedDefenseA,,30 - 75,0.5,1
,Pluto,Assassination,Grineer,,,30 - 75,0.5,1
Oceanum,Pluto,Spy,Corpus,/Lotus/Types/Game/CorpusSquadC,,30 - 75,0.5,1
Conclave,Pluto,MT_PVP,Corpus,,,30 - 75,0.5,1
,Pluto,Assassination,Grineer,,,30 - 75,0.5,2
Hieracon,Pluto,Survival,Infestation,/Lotus/Types/Game/InfestedSurvivalA,,30 - 75,0.5,2
,Pluto,Assassination,Grineer,,,30 - 75,0.5,2
,Pluto,Assassination,Grineer,,,30 - 75,0.5,2
RelayStationPluto,Pluto,MT_PVP,Corrupted,,,30 - 75,0.5,2
Corb,Pluto,Capture,Corpus,/Lotus/Types/Game/CorpusSquadA,,30 - 75,0.5,2
,Pluto,Assassination,Grineer,,,30 - 75,0.5,2
,Pluto,Assassination,Grineer,,,30 - 75,0.5,2
,Pluto,Assassination,Grineer,,,30 - 75,0.5,2
Olla,Ceres,Rescue,Grineer,/Lotus/Types/Game/EnemySpecs/GrineerShipyardsA,,30 - 70,0.5,0
,Ceres,Assassination,Grineer,,,30 - 70,0.5,0
Pallas,Ceres,Sabotage,Grineer,/Lotus/Types/Game/EnemySpecs/GrineerShipyardsA,,30 - 70,0.5,0
Vedic,Ceres,Extermination,Grineer,/Lotus/Types/Game/EnemySpecs/GrineerShipyardsA,,30 - 70,0.5,0
Thon,Ceres,Sabotage,Grineer,/Lotus/Types/Game/EnemySpecs/GrineerShipyardsA,,30 - 70,0.5,0
,Ceres,Assassination,Grineer,,,30 - 70,0.5,0
,Ceres,Assassination,Grineer,,,30 - 70,0.5,0
Bode,Ceres,Capture,Grineer,/Lotus/Types/Game/EnemySpecs/GrineerShipyardsA,,30 - 70,0.5,0
Varro,Ceres,Defense,Grineer,/Lotus/Types/Game/EnemySpecs/GrineerShipyardsDefenseA,,30 - 70,0.5,0
Lex,Ceres,Spy,Grineer,/Lotus/Types/Game/GrineerSquadFour,,30 - 70,0.5,1
Ker,Ceres,Deception,Grineer,/Lotus/Types/Game/CorpusGrineerMix,,30 - 70,0.5,1
Nuovo,Ceres,Survival,Grineer,/Lotus/Types/Game/GrineerSurvivalA,,30 - 70,0.5,1
